BioMASSver                             0.22
date                             2024/11/06
hour                               12:14:03
refuges                                 267
refs_minrad                         50.5527
refs_maxrad                        249.5786
refs_areafrac                        0.0100
refs_disp                        12465.8937
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.4553      90.3578     110.2604     130.1630     150.0656     169.9682     189.8708     209.7734     229.6760     249.5786
refs_count                               27           38           32           22           24           26           23           23           25           27
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            4            3            8            0           14           19           18           58           31           68
                          7200            4            3            8            0           14           19           18           58           31           68
                         10800            8           13           16           10           36           54           70          110           64          121
                         14400            8           13           16           10           36           54           70          110           64          121
                         18000           45          107           74           43          113          164          165          193          161          236
                         21600           45          107           74           43          113          164          165          193          161          236
                         25200           45          107           74           43          113          164          165          193          161          236
                         28800           94          199          157           93          218          285          324          284          286          346
                         32400           94          199          157           93          218          285          324          284          286          346
                         36000          156          271          201          125          305          384          418          373          368          464
                         39600          156          271          201          125          305          384          418          373          368          464
                         43200          156          271          201          125          305          384          418          373          368          464
                         46800          182          319          238          160          327          464          500          418          420          533
                         50400          182          319          238          160          327          464          500          418          420          533
                         54000          214          360          271          184          348          525          554          480          462          587
                         57600          214          360          271          184          348          525          554          480          462          587
                         61200          264          398          295          207          381          565          602          523          521          641
                         64800          264          398          295          207          381          565          602          523          521          641
                         68400          264          398          295          207          381          565          602          523          521          641
                         72000          289          435          318          231          411          615          658          544          575          676
                         75600          289          435          318          231          411          615          658          544          575          676
                         79200          310          456          353          250          436          664          710          574          634          751
                         82800          310          456          353          250          436          664          710          574          634          751
                         86400          310          456          353          250          436          664          710          574          634          751
                         90000          325          483          381          267          475          717          763          589          662          819
                         93600          325          483          381          267          475          717          763          589          662          819
                         97200          341          514          400          284          514          765          809          614          680          839
                        100800          341          514          400          284          514          765          809          614          680          839
                        104400          353          545          430          306          551          801          854          658          741          867
                        108000          353          545          430          306          551          801          854          658          741          867
                        111600          353          545          430          306          551          801          854          658          741          867
                        115200          369          572          447          324          576          839          902          689          839          911
                        118800          369          572          447          324          576          839          902          689          839          911
                        122400          390          602          468          344          603          874          944          718          870          956
                        126000          390          602          468          344          603          874          944          718          870          956
                        129600          390          602          468          344          603          874          944          718          870          956
                        133200          403          632          491          365          621          912          988          740          900          974
                        136800          403          632          491          365          621          912          988          740          900          974
                        140400          417          663          513          384          642          951         1041          776          931         1005
                        144000          417          663          513          384          642          951         1041          776          931         1005
                        147600          426          693          542          398          662          983         1089          810          951         1055
                        151200          426          693          542          398          662          983         1089          810          951         1055
                        154800          426          693          542          398          662          983         1089          810          951         1055
                        158400          443          736          568          418          686         1026         1148          835          991         1091
                        162000       
