BioMASSver                             0.22
date                             2013/12/19
hour                               20:19:16
refuges                                 264
refs_minrad                         50.6786
refs_maxrad                        249.0430
refs_areafrac                        0.0100
refs_disp                        12632.3464
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.5150      90.3515     110.1879     130.0243     149.8608     169.6972     189.5337     209.3701     229.2065     249.0430
refs_count                               36           28           25           26           22           26           23           23           31           24
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            3            7            7           25            8           14            5           23           57           25
                          7200            3            7            7           25            8           14            5           23           57           25
                         10800           13           28           20           41           24           45           29           49          123          101
                         14400           13           28           20           41           24           45           29           49          123          101
                         18000          114          114           85          100           46          130          131          132          224          209
                         21600          114          114           85          100           46          130          131          132          224          209
                         25200          114          114           85          100           46          130          131          132          224          209
                         28800          233          223          180          191           85          246          242          236          380          366
                         32400          233          223          180          191           85          246          242          236          380          366
                         36000          328          309          229          241          115          319          324          304          483          476
                         39600          328          309          229          241          115          319          324          304          483          476
                         43200          328          309          229          241          115          319          324          304          483          476
                         46800          390          375          266          281          135          377          388          366          552          559
                         50400          390          375          266          281          135          377          388          366          552          559
                         54000          446          427          297          325          163          448          461          408          622          606
                         57600          446          427          297          325          163          448          461          408          622          606
                         61200          501          463          330          346          189          477          495          454          722          673
                         64800          501          463          330          346          189          477          495          454          722          673
                         68400          501          463          330          346          189          477          495          454          722          673
                         72000          549          503          356          372          206          510          530          492          789          707
                         75600          549          503          356          372          206          510          530          492          789          707
                         79200          598          541          384          395          214          546          575          516          836          758
                         82800          598          541          384          395          214          546          575          516          836          758
                         86400          598          541          384          395          214          546          575          516          836          758
                         90000          660          592          408          455          226          566          646          555          879          815
                         93600          660          592          408          455          226          566          646          555          879          815
                         97200          701          619          426          476          245          598          685          590          914          867
                        100800          701          619          426          476          245          598          685          590          914          867
                        104400          747          669          450          521          255          615          722          619          960          973
                        108000          747          669          450          521          255          615          722          619          960          973
                        111600          747          669          450          521          255          615          722          619          960          973
                        115200          781          720          471          563          277          678          753          645         1045         1061
                        118800          781          720          471          563          277          678          753          645         1045         1061
                        122400          823          753          493          588          303          707          789          668         1120         1103
                        126000          823          753          493          588          303          707          789          668         1120         1103
                        129600          823          753          493          588          303          707          789          668         1120         1103
                        133200          870          786          509          613          316          742          822          717         1165         1150
                        136800          870          786          509          613          316          742          822          717         1165         1150
                        140400          915          818          534          658          331          771          872          754         1210         1189
                        144000          915          818          534          658          331          771          872          754         1210         1189
                        147600          962          845          573          684          353          818          930          797         1287         1233
                        151200          962          845          573          684          353          818          930          797         1287         1233
                        154800          962          845          573          684          353          818          930          797         1287         1233
                        158400          996          874          602          710          375          859          963          847         1351         1276
                        162000          996          874          602          710          375          859          963          847         1351         1276
                        165600         1043          916          626          738          397          896         1006          882         1426         1319
                        169200         1043          916          626          738          397          896         1006          882         1426         1319
                        172800         1043          916          626          738          397          896         1006          882         1426         1319
                        176400         1096          957          661          765          406          922         1049          914         1485         1360
                        180000         1096          957          661          765          406          922         1049          914         1485         1360
                        183600         1140         1005          685          801          427          958         1097          961         1528         1413
                        187200         1140         1005          685          801          427          958         1097          961         1528         1413
                        190800         1206         1072          710          841          442          990         1167          991         1589         1451
                        194400         1206         1072          710          841          442          990         1167          991         1589         1451
                        198000         1206         1072          710          841          442          990         1167          991         1589         1451
                        201600         1275         1114          739          879          459         1029         1223         1035         1666         1483
                        205200         1275         1114          739          879          459         1029         1223         1035         1666         1483
                        208800         1321         1155          757          914          487         1065         1259         1085         1739         1537
                        212400         1321         1155          757          914          487         1065         1259         1085         1739         1537
                        216000         1321         1155          757          914          487         1065         1259         1085         1739         1537
                        219600         1370         1195          785          949          506         1105         1289         1117         1784         1583
                        223200         1370         1195          785          949          506         1105         1289         1117         1784         1583
                        226800         1434         1232          833          991          523         1140         1345         1181         1841         1628
                        230400         1434         1232          833          991          523         1140         1345         1181         1841         1628
                        234000         1479         1272          860         1026          562         1181         1412         1207         1900         1696
                        237600         1479         1272          860         1026          562         1181         1412         1207         1900         1696
                        241200         1479         1272          860         1026          562         1181         1412         1207         1900         1696
                        244800         1527         1312          889         1059          606         1218         1460         1238         1982         1737
                        248400         1527         1312          889         1059          606         1218         1460         1238         1982         1737
                        252000         1586         1356          913         1097          634         1266         1513         1268         2107         1802
                        255600         1586         1356          913         1097          634         1266         1513         1268         2107         1802
                        259200         1586         1356          913         1097          634         1266         1513         1268         2107         1802
                        262800         1646         1391          954         1128          652         1299         1567         1312         2162         1876
                        266400         1646         1391          954         1128          652         1299         1567         1312         2162         1876
                        270000         1696         1426          979         1167          671         1340         1619         1349         2208         1944
                        273600         1696         1426          979         1167          671         1340         1619         1349         2208         1944
