BioMASSver                             0.22
date                             2023/05/14
hour                               12:12:34
refuges                                 268
refs_minrad                         50.3610
refs_maxrad                        248.8392
refs_areafrac                        0.0100
refs_disp                        12052.1484
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.2088      90.0567     109.9045     129.7523     149.6001     169.4479     189.2957     209.1435     228.9913     248.8392
refs_count                               25           27           33           27           26           32           32           23           21           22
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            2            1            5           11           32           14           38           20           17           26
                          7200            2            1            5           11           32           14           38           20           17           26
                         10800            7           19           16           27           66           45          100           62           46           92
                         14400            7           19           16           27           66           45          100           62           46           92
                         18000           71          107           78           95          132          134          228          144          104          211
                         21600           71          107           78           95          132          134          228          144          104          211
                         25200           71          107           78           95          132          134          228          144          104          211
                         28800          183          209          141          177          241          231          372          272          152          324
                         32400          183          209          141          177          241          231          372          272          152          324
                         36000          241          273          176          244          320          306          465          365          186          412
                         39600          241          273          176          244          320          306          465          365          186          412
                         43200          241          273          176          244          320          306          465          365          186          412
                         46800          302          313          215          284          397          355          547          458          217          463
                         50400          302          313          215          284          397          355          547          458          217          463
                         54000          350          366          241          316          443          399          614          521          237          526
                         57600          350          366          241          316          443          399          614          521          237          526
                         61200          385          414          263          354          484          446          668          573          265          588
                         64800          385          414          263          354          484          446          668          573          265          588
                         68400          385          414          263          354          484          446          668          573          265          588
                         72000          410          455          298          390          522          478          712          618          288          634
                         75600          410          455          298          390          522          478          712          618          288          634
                         79200          439          484          331          434          552          508          785          659          302          679
                         82800          439          484          331          434          552          508          785          659          302          679
                         86400          439          484          331          434          552          508          785          659          302          679
                         90000          464          514          346          477          582          529          826          699          314          757
                         93600          464          514          346          477          582          529          826          699          314          757
                         97200          491          542          363          512          609          564          868          771          341          817
                        100800          491          542          363          512          609          564          868          771          341          817
                        104400          514          574          388          537          654          616          931          814          360          864
                        108000          514          574          388          537          654          616          931          814          360          864
                        111600          514          574          388          537          654          616          931          814          360          864
                        115200          550          613          413          587          694          644          982          876          375          915
                        118800          550          613          413          587          694          644          982          876          375          915
                        122400          606          652          430          623          740          692         1039          909          398          953
                        126000          606          652          430          623          740          692         1039          909          398          953
                        129600          606          652          430          623          740          692         1039          909          398          953
                        133200          638          690          458          652          783          730         1146          959          411         1006
                        136800          638          690          458          652          783          730         1146          959          411         1006
                        140400          674          734          487          690          832          769         1232         1036          427         1041
                        144000          674          734          487          690          832          769         1232         1036          427         1041
                        147600          714          779          516          728          929          828         1280         1112          453         1065
                        151200          714          779          516          728          929          828         1280         1112          453         1065
                        154800          714          779          516          728          929          828         1280         1112          453         1065
                        158400          738          809          551          767          968          865         1336         1156          485         1097
                        162000          738          809          551          767          968          865         1336         1156          485         1097
                        165600          761          850          578          814         1014          899         1380         1220          503         1156
                        169200          761          850          578          814         1014          899         1380         1220          503         1156
                        172800          761          850          578          814         1014          899         1380         1220          503         1156
                        176400          782          894          596          859         1041          943         1444         1287          516         1198
                        180000          782          894          596          859         1041          943         1444         1287          516         1198
