BioMASSver                             0.22
date                             2017/11/15
hour                               15:53:46
refuges                                 259
refs_minrad                         51.7488
refs_maxrad                        247.8055
refs_areafrac                        0.0100
refs_disp                        12155.4884
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        71.3545      90.9602     110.5658     130.1715     149.7772     169.3828     188.9885     208.5942     228.1999     247.8055
refs_count                               26           27           28           25           29           27           24           27           24           22
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            1            2            7            8           16            8            9           16           28           27
                          7200            1            2            7            8           16            8            9           16           28           27
                         10800           19           19           26           22           39           29           33           74           43           56
                         14400           19           19           26           22           39           29           33           74           43           56
                         18000           40           82          139           92          108          101          100          136          104          159
                         21600           40           82          139           92          108          101          100          136          104          159
                         25200           40           82          139           92          108          101          100          136          104          159
                         28800          103          150          246          172          204          179          175          255          166          298
                         32400          103          150          246          172          204          179          175          255          166          298
                         36000          141          233          300          227          283          241          213          329          197          410
                         39600          141          233          300          227          283          241          213          329          197          410
                         43200          141          233          300          227          283          241          213          329          197          410
                         46800          173          311          360          267          341          299          249          387          228          488
                         50400          173          311          360          267          341          299          249          387          228          488
                         54000          212          364          407          298          391          335          289          434          256          541
                         57600          212          364          407          298          391          335          289          434          256          541
                         61200          236          408          436          326          427          368          333          486          285          617
                         64800          236          408          436          326          427          368          333          486          285          617
                         68400          236          408          436          326          427          368          333          486          285          617
                         72000          253          458          474          359          468          403          361          530          301          670
                         75600          253          458          474          359          468          403          361          530          301          670
                         79200          265          501          540          394          508          431          387          553          318          716
                         82800          265          501          540          394          508          431          387          553          318          716
                         86400          265          501          540          394          508          431          387          553          318          716
                         90000          282          532          582          422          554          456          411          609          334          769
                         93600          282          532          582          422          554          456          411          609          334          769
                         97200          296          703          609          456          604          488          440          642          344          803
                        100800          296          703          609          456          604          488          440          642          344          803
                        104400          311          735          640          486          635          538          475          700          360          865
                        108000          311          735          640          486          635          538          475          700          360          865
                        111600          311          735          640          486          635          538          475          700          360          865
                        115200          340          784          670          523          666          577          501          733          377          916
                        118800          340          784          670          523          666          577          501          733          377          916
