BioMASSver                             0.22
date                             2016/05/12
hour                               13:36:01
refuges                                 259
refs_minrad                         50.1469
refs_maxrad                        249.9150
refs_areafrac                        0.0100
refs_disp                        12321.1871
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.1238      90.1006     110.0774     130.0542     150.0310     170.0078     189.9846     209.9614     229.9382     249.9150
refs_count                               34           30           29           18           17           27           21           30           27           26
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            4            3            3            5            4           13           27           26           27           52
                          7200            4            3            3            5            4           13           27           26           27           52
                         10800           15           13           20           16           25           43           75           67           91          147
                         14400           15           13           20           16           25           43           75           67           91          147
                         18000          101           70           61           37          102           88          238          191          168          303
                         21600          101           70           61           37          102           88          238          191          168          303
                         25200          101           70           61           37          102           88          238          191          168          303
                         28800          216          116          181           95          161          166          352          360          278          484
                         32400          216          116          181           95          161          166          352          360          278          484
                         36000          310          173          257          138          198          217          449          442          384          640
                         39600          310          173          257          138          198          217          449          442          384          640
                         43200          310          173          257          138          198          217          449          442          384          640
                         46800          381          213          318          164          253          270          511          492          446          770
                         50400          381          213          318          164          253          270          511          492          446          770
                         54000          440          246          357          193          280          299          574          533          499          864
                         57600          440          246          357          193          280          299          574          533          499          864
                         61200          493          266          407          215          299          337          626          571          530          967
                         64800          493          266          407          215          299          337          626          571          530          967
                         68400          493          266          407          215          299          337          626          571          530          967
                         72000          540          294          457          231          330          371          662          615          560         1078
                         75600          540          294          457          231          330          371          662          615          560         1078
                         79200          581          314          492          253          371          395          689          641          591         1143
                         82800          581          314          492          253          371          395          689          641          591         1143
                         86400          581          314          492          253          371          395          689          641          591         1143
                         90000          635          333          534          269          395          431          737          665          624         1194
                         93600          635          333          534          269          395          431          737          665          624         1194
                         97200          678          355          572          288          404          450          764          700          671         1260
                        100800          678          355          572          288          404          450          764          700          671         1260
                        104400          719          376          611          306          432          478          802          719          716         1331
                        108000          719          376          611          306          432          478          802          719          716         1331
                        111600          719          376          611          306          432          478          802          719          716         1331
                        115200          755          393          659          322          451          531          848          746          781         1424
                        118800          755          393          659          322          451          531          848          746          781         1424
                        122400          798          421          697          347          475          551          893          782          850         1529
                        126000          798          421          697          347          475          551          893          782          850         1529
                        129600          798          421          697          347          475          551          893          782          850         1529
                        133200          846          438          740          362          515          579          931          837          873         1608
                        136800          846          438          740          362          515          579          931          837          873         1608
                        140400          888          452          765          381          538          605          963          897          902         1691
                        144000          888          452          765          381          538          605          963          897          902         1691
                        147600          920          476          794          406          570          629         1015          937          952         1761
                        151200          920          476          794          406          570          629         1015          937          952         1761
                        154800          920          476          794          406          570          629         1015          937          952         1761
                        158400          965          503          848          431          607          641         1067          991          996         1817
                        162000          965          503          848          431          607          641         1067          991          996         1817
                        165600         1011          515          883          464          634          658         1106         1075         1036         1909
                        169200         1011          515          883          464          634          658         1106         1075         1036         1909
                        172800         1011          515          883          464          634          658         1106         1075         1036         1909
                        176400         1049          540          908          486          656          680         1149         1114         1064         1993
                        180000         1049          540          908          486          656          680         1149         1114         1064         1993
                        183600         1099          579          953          498          672          697         1188         1151         1114         2056
                        187200         1099          579          953          498          672          697         1188         1151         1114         2056
                        190800         1156          603          988          528          717          716         1248         1217         1151         2128
                        194400         1156          603          988          528          717          716         1248         1217         1151         2128
                        198000         1156          603          988          528          717          716         1248         1217         1151         2128
                        201600         1214          627         1011          548          744          750         1282         1250         1208         2217
                        205200         1214          627         1011          548          744          750         1282         1250         1208         2217
                        208800         1269          652         1040          565          762          787         1322         1298         1284         2290
                        212400         1269          652         1040          565          762          787         1322         1298         1284         2290
                        216000         1269          652         1040          565          762          787         1322         1298         1284         2290
                        219600         1326          669         1082          582          785          811         1362         1349         1319         2346
                        223200         1326          669         1082          582          785          811         1362         1349         1319         2346
                        226800         1369          681         1113          602          811          828         1429         1393         1348         2435
                        230400         1369          681         1113          602          811          828         1429         1393         1348         2435
                        234000         1444          712         1144          628          835          851         1471         1428         1382         2514
                        237600         1444          712         1144          628          835          851         1471         1428         1382         2514
                        241200         1444          712         1144          628          835          851         1471         1428         1382         2514
                        244800         1500          736         1192          650          852          890         1516         1500         1423         2620
                        248400         1500          736         1192          650          852          890         1516         1500         1423         2620
                        252000         1543          756         1227          665          877          912         1567         1543         1479         2693
                        255600         1543          756         1227          665          877          912         1567         1543         1479         2693
                        259200         1543          756         1227          665          877          912         1567         1543         1479         2693
                        262800         1599          780         1252          681          896          953         1607         1582         1544         2745
                        266400         1599          780         1252          681          896          953         1607         1582         1544         2745
                        270000         1644          812         1277          703          909          974         1659         1620         1610         2821
                        273600         1644          812         1277          703          909          974         1659         1620         1610         2821
                        277200         1686          832         1310          721          934          988         1715         1652         1650         2887
                        280800         1686          832         1310          721          934          988         1715         1652         1650         2887
                        284400         1686          832         1310          721          934          988         1715         1652         1650         2887
                        288000         1760          848         1338          740          953         1021         1802         1692         1718         2978
                        291600         1760          848         1338          740          953         1021         1802         1692         1718         2978
                        295200         1827          867         1367          766          971         1047         1851         1737         1777         3056
