BioMASSver                             0.22
date                             2014/11/11
hour                               16:48:52
refuges                                 272
refs_minrad                         50.1557
refs_maxrad                        249.1083
refs_areafrac                        0.0100
refs_disp                        12185.4838
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.0510      89.9462     109.8415     129.7368     149.6320     169.5273     189.4225     209.3178     229.2131     249.1083
refs_count                               23           34           36           31           23           35           23           13           28           26
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            0            8            6           17           15           21           12            9           70           57
                          7200            0            8            6           17           15           21           12            9           70           57
                         10800            7           21           21           42           45           71           36           35          173          115
                         14400            7           21           21           42           45           71           36           35          173          115
                         18000           35           72           80          111          141          214          125           68          317          217
                         21600           35           72           80          111          141          214          125           68          317          217
                         25200           35           72           80          111          141          214          125           68          317          217
                         28800          118          147          161          203          233          353          203          102          444          364
                         32400          118          147          161          203          233          353          203          102          444          364
                         36000          189          223          219          302          308          440          280          153          543          469
                         39600          189          223          219          302          308          440          280          153          543          469
                         43200          189          223          219          302          308          440          280          153          543          469
                         46800          224          273          269          345          356          514          360          179          663          543
                         50400          224          273          269          345          356          514          360          179          663          543
                         54000          251          313          301          400          396          572          415          186          765          592
                         57600          251          313          301          400          396          572          415          186          765          592
                         61200          275          350          334          452          428          609          450          191          813          654
                         64800          275          350          334          452          428          609          450          191          813          654
                         68400          275          350          334          452          428          609          450          191          813          654
                         72000          290          379          361          488          462          654          485          197          887          689
                         75600          290          379          361          488          462          654          485          197          887          689
                         79200          302          400          395          527          516          693          520          211          943          730
                         82800          302          400          395          527          516          693          520          211          943          730
                         86400          302          400          395          527          516          693          520          211          943          730
                         90000          315          441          423          553          554          719          550          223          997          782
                         93600          315          441          423          553          554          719          550          223          997          782
                         97200          339          476          457          578          569          767          586          239         1033          827
                        100800          339          476          457          578          569          767          586          239         1033          827
                        104400          364          508          484          618          595          800          635          247         1065          863
                        108000          364          508          484          618          595          800          635          247         1065          863
                        111600          364          508          484          618          595          800          635          247         1065          863
                        115200          383          531          511          660          622          841          674          256         1106          889
                        118800          383          531          511          660          622          841          674          256         1106          889
                        122400          401          559          531          701          644          870          706          274         1162          925
                        126000          401          559          531          701          644          870          706          274         1162          925
                        129600          401          559          531          701          644          870          706          274         1162          925
                        133200          418          581          556          735          673          905          763          283         1242          954
                        136800          418          581          556          735          673          905          763          283         1242          954
                        140400          439          611          585          765          697          950          803          294         1280          989
                        144000          439          611          585          765          697          950          803          294         1280          989
                        147600          447          643          608          791          755          981          857          298         1318         1011
                        151200          447          643          608          791          755          981          857          298         1318         1011
                        154800          447          643          608          791          755          981          857          298         1318         1011
                        158400          466          666          631          827          791         1016          882          319         1382         1033
                        162000          466          666          631          827          791         1016          882          319         1382         1033
                        165600          474          684          653          853          841         1042          902          334         1441         1076
                        169200          474          684          653          853          841         1042          902          334         1441         1076
                        172800          474          684          653          853          841         1042          902          334         1441         1076
                        176400          485          716          677          881          871         1077          942          346         1491         1104
                        180000          485          716          677          881          871         1077          942          346         1491         1104
                        183600          505          733          700          912          888         1117          973          352         1525         1125
                        187200          505          733          700          912          888         1117          973          352         1525         1125
                        190800          519          776          717          946          915         1154         1000          365         1567         1161
                        194400          519          776          717          946          915         1154         1000          365         1567         1161
                        198000          519          776          717          946          915         1154         1000          365         1567         1161
                        201600          537          795          733          974          942         1184         1051          375         1652         1184
                        205200          537          795          733          974          942         1184         1051          375         1652         1184
                        208800          546          817          755         1028          966         1259         1078          380         1712         1221
                        212400          546          817          755         1028          966         1259         1078          380         1712         1221
                        216000          546          817          755         1028          966         1259         1078          380         1712         1221
                        219600          561          841          774         1053          984         1288         1108          393         1757         1240
                        223200          561          841          774         1053          984         1288         1108          393         1757         1240
                        226800          580          868          803         1076         1007         1317         1130          412         1781         1257
                        230400          580          868          803         1076         1007         1317         1130          412         1781         1257
                        234000          593          890          823         1096         1032         1340         1162          419         1821         1279
                        237600          593          890          823         1096         1032         1340         1162          419         1821         1279
                        241200          593          890          823         1096         1032         1340         1162          419         1821         1279
                        244800          615          918          860         1118         1060         1377         1178          431         1855         1319
                        248400          615          918          860         1118         1060         1377         1178          431         1855         1319
                        252000          626          929          883         1157         1089         1406         1208          449         1890         1352
