BioMASSver                             0.22
date                             2016/11/04
hour                               10:06:20
refuges                                 268
refs_minrad                         50.5570
refs_maxrad                        249.4373
refs_areafrac                        0.0100
refs_disp                        11927.5504
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.4450      90.3331     110.2211     130.1091     149.9972     169.8852     189.7732     209.6613     229.5493     249.4373
refs_count                               36           33           25           26           23           28           26           18           28           25
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            3            2            5            9            6           17           19           30           42           44
                          7200            3            2            5            9            6           17           19           30           42           44
                         10800           11           13           23           24           13           69           57           67          131          104
                         14400           11           13           23           24           13           69           57           67          131          104
                         18000           42           77           65           69           60          230          136          162          209          211
                         21600           42           77           65           69           60          230          136          162          209          211
                         25200           42           77           65           69           60          230          136          162          209          211
                         28800           81          177          140          137          133          413          231          263          285          350
                         32400           81          177          140          137          133          413          231          263          285          350
                         36000          139          244          183          199          209          482          300          326          362          420
                         39600          139          244          183          199          209          482          300          326          362          420
                         43200          139          244          183          199          209          482          300          326          362          420
                         46800          176          295          210          249          247          554          340          378          422          512
                         50400          176          295          210          249          247          554          340          378          422          512
                         54000          218          352          230          290          289          625          375          419          466          578
                         57600          218          352          230          290          289          625          375          419          466          578
                         61200          246          388          267          333          327          706          421          460          486          667
                         64800          246          388          267          333          327          706          421          460          486          667
                         68400          246          388          267          333          327          706          421          460          486          667
                         72000          293          410          304          375          357          764          513          509          508          716
                         75600          293          410          304          375          357          764          513          509          508          716
                         79200          332          430          334          410          383          815          554          535          529          760
                         82800          332          430          334          410          383          815          554          535          529          760
                         86400          332          430          334          410          383          815          554          535          529          760
                         90000          368          454          355          437          415          874          594          565          550          828
                         93600          368          454          355          437          415          874          594          565          550          828
                         97200          392          485          400          459          428          920          642          597          580          888
                        100800          392          485          400          459          428          920          642          597          580          888
                        104400          410          501          423          488          469          958          673          646          610          935
                        108000          410          501          423          488          469          958          673          646          610          935
                        111600          410          501          423          488          469          958          673          646          610          935
                        115200          437          528          440          524          495          995          703          699          639          977
                        118800          437          528          440          524          495          995          703          699          639          977
                        122400          455          550          459          540          509         1046          737          725          666         1042
                        126000          455          550          459          540          509         1046          737          725          666         1042
                        129600          455          550          459          540          509         1046          737          725          666         1042
                        133200          478          569          483          564          531         1094          758          764          697         1064
                        136800          478          569          483          564          531         1094          758          764          697         1064
