BioMASSver                             0.22
date                             2015/08/28
hour                               11:35:26
refuges                                 250
refs_minrad                         50.4605
refs_maxrad                        248.8329
refs_areafrac                        0.0100
refs_disp                        12383.7545
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.2978      90.1350     109.9723     129.8095     149.6467     169.4840     189.3212     209.1584     228.9957     248.8329
refs_count                               26           18           18           29           34           26           24           27           24           24
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            0            2            4           10           10           10           20           39           32           72
                          7200            0            2            4           10           10           10           20           39           32           72
                         10800           13           10           14           29           22           29           66           89           84          153
                         14400           13           10           14           29           22           29           66           89           84          153
                         18000           80           60           25          103           71          123          145          196          249          294
                         21600           80           60           25          103           71          123          145          196          249          294
                         25200           80           60           25          103           71          123          145          196          249          294
                         28800          141          137           42          156          161          213          229          317          394          394
                         32400          141          137           42          156          161          213          229          317          394          394
                         36000          220          215           57          232          206          292          293          437          492          489
                         39600          220          215           57          232          206          292          293          437          492          489
                         43200          220          215           57          232          206          292          293          437          492          489
                         46800          279          294           70          273          262          353          347          521          571          551
                         50400          279          294           70          273          262          353          347          521          571          551
                         54000          319          339           76          313          308          404          404          584          642          597
                         57600          319          339           76          313          308          404          404          584          642          597
                         61200          359          370           91          353          328          440          440          650          703          637
                         64800          359          370           91          353          328          440          440          650          703          637
                         68400          359          370           91          353          328          440          440          650          703          637
                         72000          398          408          130          371          360          467          454          699          763          698
                         75600          398          408          130          371          360          467          454          699          763          698
                         79200          441          440          142          426          381          503          471          741          806          752
                         82800          441          440          142          426          381          503          471          741          806          752
                         86400          441          440          142          426          381          503          471          741          806          752
                         90000          468          465          148          453          410          537          502          789          874          830
                         93600          468          465          148          453          410          537          502          789          874          830
                         97200          511          505          156          483          441          573          528          863          934          877
                        100800          511          505          156          483          441          573          528          863          934          877
                        104400          536          533          157          507          459          605          565          899          977          911
                        108000          536          533          157          507          459          605          565          899          977          911
                        111600          536          533          157          507          459          605          565          899          977          911
                        115200          555          560          162          530          485          652          585          944         1023          952
                        118800          555          560          162          530          485          652          585          944         1023          952
                        122400          579          588          167          547          524          684          614          976         1074         1005
                        126000          579          588          167          547          524          684          614          976         1074         1005
                        129600          579          588          167          547          524          684          614          976         1074         1005
                        133200          605          624          175          575          549          721          648         1001         1120         1046
                        136800          605          624          175          575          549          721          648         1001         1120         1046
                        140400          626          657          192          595          566          758          677         1039         1146         1074
                        144000          626          657          192          595          566          758          677         1039         1146         1074
                        147600          645          683          202          627          582          791          718         1087         1195         1137
                        151200          645          683          202          627          582          791          718         1087         1195         1137
                        154800          645          683          202          627          582          791          718         1087         1195         1137
                        158400          671          713          205          649          608          816          738         1127         1241         1183
                        162000          671          713          205          649          608          816          738         1127         1241         1183
                        165600          697          755          214          676          622          846          763         1179         1328         1225
                        169200          697          755          214          676          622          846          763         1179         1328         1225
                        172800          697          755          214          676          622          846          763         1179         1328         1225
                        176400          720          785          219          714          640          862          813         1215         1382         1246
                        180000          720          785          219          714          640          862          813         1215         1382         1246
                        183600          736          809          225          749          647          892          827         1265         1467         1290
                        187200          736          809          225          749          647          892          827         1265         1467         1290
                        190800          750          837          228          775          666          927          850         1297         1510         1342
                        194400          750          837          228          775          666          927          850         1297         1510         1342
                        198000          750          837          228          775          666          927          850         1297         1510         1342
                        201600          766          857          238          806          690          949          884         1320         1554         1382
                        205200          766          857          238          806          690          949          884         1320         1554         1382
                        208800          783          876          239          824          708          983          910         1351         1594         1454
                        212400          783          876          239          824          708          983          910         1351         1594         1454
                        216000          783          876          239          824          708          983          910         1351         1594         1454
                        219600          809          892          249          858          716         1009          936         1378         1620         1488
                        223200          809          892          249          858          716         1009          936         1378         1620         1488
                        226800          823          931          260          884          731         1040          965         1419         1645         1522
                        230400          823          931          260          884          731         1040          965         1419         1645         1522
                        234000          843          954          267          926          740         1073          984         1473         1670         1554
                        237600          843          954          267          926          740         1073          984         1473         1670         1554
                        241200          843          954          267          926          740         1073          984         1473         1670         1554
                        244800          861          987          273          947          754         1100         1000         1509         1714         1583
                        248400          861          987          273          947          754         1100         1000         1509         1714         1583
                        252000          883         1019          280          981          766         1122         1028         1553         1760         1618
                        255600          883         1019          280          981          766         1122         1028         1553         1760         1618
                        259200          883         1019          280          981          766         1122         1028         1553         1760         1618
