BioMASSver                             0.22
date                             2013/12/19
hour                               19:16:41
refuges                                 237
refs_minrad                         51.6366
refs_maxrad                        249.7723
refs_areafrac                        0.0100
refs_disp                        11923.7607
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        71.4501      91.2637     111.0773     130.8909     150.7044     170.5180     190.3316     210.1452     229.9587     249.7723
refs_count                               19           23           20           19           24           30           25           27           25           25
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            5            9           10            7           38           31           40           46           53          100
                          7200            5            9           10            7           38           31           40           46           53          100
                         10800            7           15           19           18           73           77           80          135          139          179
                         14400            7           15           19           18           73           77           80          135          139          179
                         18000           11           22           26           26           98          127          143          177          220          267
                         21600           11           22           26           26           98          127          143          177          220          267
                         25200           11           22           26           26           98          127          143          177          220          267
                         28800           15           29           29           30          117          162          184          216          286          331
                         32400           15           29           29           30          117          162          184          216          286          331
                         36000           17           37           33           36          140          189          226          277          340          392
                         39600           17           37           33           36          140          189          226          277          340          392
                         43200           17           37           33           36          140          189          226          277          340          392
                         46800           19           41           41           42          166          213          243          320          393          450
                         50400           19           41           41           42          166          213          243          320          393          450
                         54000           21           44           49           49          190          243          266          364          437          501
                         57600           21           44           49           49          190          243          266          364          437          501
                         61200           24           51           53           55          201          267          292          393          495          542
                         64800           24           51           53           55          201          267          292          393          495          542
                         68400           24           51           53           55          201          267          292          393          495          542
                         72000           27           55           60           59          218          288          312          451          534          582
                         75600           27           55           60           59          218          288          312          451          534          582
                         79200           28           60           68           64          237          321          329          493          565          633
                         82800           28           60           68           64          237          321          329          493          565          633
                         86400           28           60           68           64          237          321          329          493          565          633
                         90000           33           68           72           68          261          346          368          530          621          710
                         93600           33           68           72           68          261          346          368          530          621          710
                         97200           40           73           75           73          276          381          390          561          645          765
                        100800           40           73           75           73          276          381          390          561          645          765
                        104400           41           75           78           75          292          406          409          600          680          820
                        108000           41           75           78           75          292          406          409          600          680          820
                        111600           41           75           78           75          292          406          409          600          680          820
                        115200           46           87           86           80          319          427          446          639          714          879
                        118800           46           87           86           80          319          427          446          639          714          879
                        122400           57           89           90           85          332          446          474          695          754          965
                        126000           57           89           90           85          332          446          474          695          754          965
                        129600           57           89           90           85          332          446          474          695          754          965
                        133200           57           96           97           89          352          464          513          714          800         1000
                        136800           57           96           97           89          352          464          513          714          800         1000
                        140400           64           99          102           91          364          498          529          734          834         1032
                        144000           64           99          102           91          364          498          529          734          834         1032
                        147600           64          100          103           95          377          513          551          745          864         1067
                        151200           64          100          103           95          377          513          551          745          864         1067
                        154800           64          100          103           95          377          513          551          745          864         1067
                        158400           64          103          105           99          382          525          563          756          880         1091
                        162000           64          103          105           99          382          525          563          756          880         1091
                        165600           66          108          106          100          392          541          581          767          922         1108
                        169200           66          108          106          100          392          541          581          767          922         1108
                        172800           66          108          106          100          392          541          581          767          922         1108
                        176400           67          108          107          104          396          550          590          780          946         1125
                        180000           67          108          107          104          396          550          590          780          946         1125
                        183600           71          114          111          108          397          563          601          791          958         1149
                        187200           71          114          111          108          397          563          601          791          958         1149
                        190800           71          114          112          113          405          569          611          804          970         1168
                        194400           71          114          112          113          405          569          611          804          970         1168
                        198000           71          114          112          113          405          569          611          804          970         1168
                        201600           72          115          114          114          409          580          623          815          985         1183
                        205200           72          115          114          114          409          580          623          815          985         1183
                        208800           72          115          118          116          414          593          643          824         1005         1218
                        212400           72          115          118          116          414          593          643          824         1005         1218
                        216000           72          115          118          116          414          593          643          824         1005         1218
                        219600           73          115          120          117          423          607          656          837         1020         1244
                        223200           73          115          120          117          423          607          656          837         1020         1244
                        226800           73          118          121          120          429          618          664          862         1043         1271
                        230400           73          118          121          120          429          618          664          862         1043         1271
                        234000           75          121          123          125          437          628          678          882         1060         1289
                        237600           75          121          123          125          437          628          678          882         1060         1289
                        241200           75          121          123          125          437          628          678          882         1060         1289
                        244800           77          123          127          127          450          636          694          901         1067         1305
                        248400           77          123          127          127          450          636          694          901         1067         1305
                        252000           77          123          129          129          455          650          703          917         1090         1329
                        255600           77          123          129          129          455          650          703          917         1090         1329
                        259200           77          123          129          129          455          650          703          917         1090         1329
                        262800           77          124          130          132          455          657          713          939         1098         1344
                        266400           77          124          130          132          455          657          713          939         1098         1344
                        270000           78          124          131          132          460          665          721          945         1109         1382
                        273600           78          124          131          132          460          665          721          945         1109         1382
