BioMASSver                             0.22
date                             2014/01/04
hour                               17:38:13
refuges                                 251
refs_minrad                         50.2778
refs_maxrad                        249.9850
refs_areafrac                        0.0100
refs_disp                        12088.7882
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.2486      90.2193     110.1900     130.1607     150.1314     170.1022     190.0729     210.0436     230.0143     249.9850
refs_count                               34           21           22           21           23           26           23           29           24           28
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            0            0            0            0            0            0            0            0            0            0
                          7200            0            0            0            0            0            0            0            0            0            0
                         10800            0            0            0            0            0            0            0            0            0            0
                         14400            0            0            0            0            0            0            0            0            0            0
                         18000            0            0            0            0            0            0            0            0            1            0
                         21600            0            0            0            0            0            0            0            0            1            0
                         25200            0            0            0            0            0            0            0            0            1            0
                         28800            0            0            0            0            0            0            0            0            1            1
                         32400            0            0            0            0            0            0            0            0            1            1
                         36000            0            0            0            0            0            0            0            0            1            1
                         39600            0            0            0            0            0            0            0            0            1            1
                         43200            0            0            0            0            0            0            0            0            1            1
                         46800            0            0            0            0            0            0            0            0            1            1
                         50400            0            0            0            0            0            0            0            0            1            1
                         54000            0            0            0            0            0            1            0            0            1            1
                         57600            0            0            0            0            0            1            0            0            1            1
                         61200            0            0            0            0            0            1            0            0            1            1
                         64800            0            0            0            0            0            1            0            0            1            1
                         68400            0            0            0            0            0            1            0            0            1            1
                         72000            1            0            0            0            0            1            0            1            1            1
                         75600            1            0            0            0            0            1            0            1            1            1
                         79200            1            0            0            0            0            1            0            2            1            1
                         82800            1            0            0            0            0            1            0            2            1            1
                         86400            1            0            0            0            0            1            0            2            1            1
                         90000            1            0            0            0            0            1            0            2            1            1
                         93600            1            0            0            0            0            1            0            2            1            1
                         97200            2            0            0            0            0            1            0            2            1            1
                        100800            2            0            0            0            0            1            0            2            1            1
                        104400            3            0            0            0            0            1            0            2            1            2
                        108000            3            0            0            0            0            1            0            2            1            2
                        111600            3            0            0            0            0            1            0            2            1            2
