BioMASSver                             0.22
date                             2013/12/18
hour                               11:56:05
refuges                                 265
refs_minrad                         50.0766
refs_maxrad                        248.8537
refs_areafrac                        0.0100
refs_disp                        13128.1978
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        69.9543      89.8320     109.7097     129.5874     149.4651     169.3428     189.2206     209.0983     228.9760     248.8537
refs_count                               33           24           28           21           23           31           33           25           26           21
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            3            4           26           16           41           22           36           46           86           66
                          7200            3            4           26           16           41           22           36           46           86           66
                         10800           15           24           44           29           68           55           67           74          135          110
                         14400           15           24           44           29           68           55           67           74          135          110
                         18000           17           30           52           35           91           76          113          125          207          187
                         21600           17           30           52           35           91           76          113          125          207          187
                         25200           17           30           52           35           91           76          113          125          207          187
                         28800           22           33           69           46          125          121          170          222          308          237
                         32400           22           33           69           46          125          121          170          222          308          237
                         36000           35           37           83           62          172          158          226          275          372          316
                         39600           35           37           83           62          172          158          226          275          372          316
                         43200           35           37           83           62          172          158          226          275          372          316
                         46800           45           40           96           70          201          201          269          347          410          396
                         50400           45           40           96           70          201          201          269          347          410          396
                         54000           51           41          109           88          220          227          394          391          464          467
                         57600           51           41          109           88          220          227          394          391          464          467
                         61200           62           46          132          112          256          270          444          452          524          527
                         64800           62           46          132          112          256          270          444          452          524          527
                         68400           62           46          132          112          256          270          444          452          524          527
                         72000           71           62          146          139          279          306          519          504          600          577
                         75600           71           62          146          139          279          306          519          504          600          577
                         79200           80           71          160          163          293          351          562          547          680          632
                         82800           80           71          160          163          293          351          562          547          680          632
                         86400           80           71          160          163          293          351          562          547          680          632
                         90000           86           80          179          174          306          389          620          591          753          682
                         93600           86           80          179          174          306          389          620          591          753          682
                         97200           89           84          187          180          328          409          653          638          788          721
                        100800           89           84          187          180          328          409          653          638          788          721
                        104400           95           89          194          188          345          435          715          692          844          799
                        108000           95           89          194          188          345          435          715          692          844          799
                        111600           95           89          194          188          345          435          715          692          844          799
                        115200           99           94          200          210          354          466          770          718          890          835
                        118800           99           94          200          210          354          466          770          718          890          835
                        122400          104           98          206          220          363          486          809          749          932          869
                        126000          104           98          206          220          363          486          809          749          932          869
                        129600          104           98          206          220          363          486          809          749          932          869
                        133200          118          104          218          239          376          510          836          797          978          921
                        136800          118          104          218          239          376          510          836          797          978          921
                        140400          121          110          226          247          383          535          877          869         1021          956
                        144000          121          110          226          247          383          535          877          869         1021          956
                        147600          123          112          238          255          390          556          947          899         1086         1006
                        151200          123          112          238          255          390          556          947          899         1086         1006
                        154800          123          112          238          255          390          556          947          899         1086         1006
                        158400          131          117          255          262          415          635          974          927         1122         1076
                        162000          131          117          255          262          415          635          974          927         1122         1076
                        165600          134          119          262          264          425          657         1037          958         1184         1110
                        169200          134          119          262          264          425          657         1037          958         1184         1110
                        172800          134          119          262          264          425          657         1037          958         1184         1110
                        176400          137          123          281          271          428          669         1048          978         1200         1137
                        180000          137          123          281          271          428          669         1048          978         1200         1137
                        183600          139          127          284          283          435          677         1075         1013         1215         1156
                        187200          139          127          284          283          435          677         1075         1013         1215         1156
                        190800          140          127          287          288          446          681         1096         1030         1285         1177
                        194400          140          127          287          288          446          681         1096         1030         1285         1177
                        198000          140          127          287          288          446          681         1096         1030         1285         1177
                        201600          141          130          300          291          457          699         1109         1050         1310         1202
                        205200          141          130          300          291          457          699         1109         1050         1310         1202
                        208800          143          131          304          298          463          723         1129         1070         1329         1241
                        212400          143          131          304          298          463          723         1129         1070         1329         1241
                        216000          143          131          304          298          463          723         1129         1070         1329         1241
                        219600          145          134          308          303          465          736         1147         1080         1347         1258
                        223200          145          134          308          303          465          736         1147         1080         1347         1258
                        226800          147          134          308          305          473          745         1157         1090         1378         1286
                        230400          147          134          308          305          473          745         1157         1090         1378         1286
                        234000          151          138          310          314          490          762         1168         1110         1394         1305
                        237600          151          138          310          314          490          762         1168         1110         1394         1305
                        241200          151          138          310          314          490          762         1168         1110         1394         1305
                        244800          153          138          313          317          494          765         1182         1124         1417         1316
                        248400          153          138          313          317          494          765         1182         1124         1417         1316
                        252000          154          143          316          323          505          779         1207         1169         1438         1331
                        255600          154          143          316          323          505          779         1207         1169         1438         1331
                        259200          154          143          316          323          505          779         1207         1169         1438         1331
                        262800          158          146          321          332          508          786         1208         1180         1461         1341
                        266400          158          146          321          332          508          786         1208         1180         1461         1341
                        270000          162          147          324          336          511          790         1215         1192         1488         1356
                        273600          162          147          324          336          511          790         1215         1192         1488         1356
                        277200          164          149          327          342          517          797         1225         1208         1512         1368
                        280800          164          149          327          342          517          797         1225         1208         1512         1368
                        284400          164          149          327          342          517          797         1225         1208         1512         1368
                        288000          166          150          333          350          524          807         1237         1222         1545         1396
                        291600          166          150          333          350          524          807         1237         1222         1545         1396
                        295200          167          167          335          355          525          813         1255         1234         1565         1418
                        298800          167          167          335          355          525          813         1255         1234         1565         1418
                        302400          167          167          335          355          525          813         1255         1234         1565         1418
                        306000          194          167          340          356          532          827         1266         1246         1586         1446
                        309600          194          167          340          356          532          827         1266         1246         1586         1446
