BioMASSver                             0.22
date                             2016/01/07
hour                               17:42:36
refuges                                 293
refs_minrad                         50.8919
refs_maxrad                        249.1995
refs_areafrac                        0.0100
refs_disp                        11849.6737
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.7227      90.5534     110.3842     130.2149     150.0457     169.8765     189.7072     209.5380     229.3687     249.1995
refs_count                               33           44           34           35           30           26           23           24           22           22
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            3            7            2           13            7           26           12           44           28           27
                          7200            3            7            2           13            7           26           12           44           28           27
                         10800           17           22           13           38           33           56           45           86           78           78
                         14400           17           22           13           38           33           56           45           86           78           78
                         18000           86           64           54          122           84          125          108          162          131          184
                         21600           86           64           54          122           84          125          108          162          131          184
                         25200           86           64           54          122           84          125          108          162          131          184
                         28800          198          144          146          237          215          255          175          254          204          290
                         32400          198          144          146          237          215          255          175          254          204          290
                         36000          305          214          211          315          298          382          221          314          256          343
                         39600          305          214          211          315          298          382          221          314          256          343
                         43200          305          214          211          315          298          382          221          314          256          343
                         46800          381          269          262          385          343          437          276          356          289          419
                         50400          381          269          262          385          343          437          276          356          289          419
                         54000          448          323          301          429          380          498          317          402          313          453
                         57600          448          323          301          429          380          498          317          402          313          453
                         61200          499          355          327          473          428          551          358          456          334          480
                         64800          499          355          327          473          428          551          358          456          334          480
                         68400          499          355          327          473          428          551          358          456          334          480
