BioMASSver                             0.22
date                             2014/11/11
hour                               18:44:53
refuges                                 237
refs_minrad                         50.7069
refs_maxrad                        249.3661
refs_areafrac                        0.0100
refs_disp                        12354.6992
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
                        176400          745          439          342         1214         1073          787         1005          737          865         1977
                        180000          745          439          342         1214         1073          787         1005          737          865         1977
                        183600          767          478          352         1259         1110          824         1042          777          914         2114
                        187200          767          478          352         1259         1110          824         1042          777          914         2114
                        190800          798          503          386         1307         1167          846         1093          842          943         2189
                        194400          798          503          386         1307         1167          846         1093          842          943         2189
                        198000          798          503          386         1307         1167          846         1093          842          943         2189
                        201600          841          544          413         1354         1215          878         1128          882          972         2258
                        205200          841          544          413         1354         1215          878         1128          882          972         2258
                        208800          867          563          438         1412         1273          925         1180          908         1009         2343
                        212400          867          563          438         1412         1273          925         1180          908         1009         2343
                        216000          867          563          438         1412         1273          925         1180          908         1009         2343
                        219600          882          591          459         1478         1305          952         1227          960         1043         2442
                        223200          882          591          459         1478         1305          952         1227          960         1043         2442
                        226800          920          612          480         1537         1354          991         1268          993         1085         2597
                        230400          920          612          480         1537         1354          991         1268          993         1085         2597
                        234000          954          629          510         1593         1388         1012         1306         1032         1114         2683
                        237600          954          629          510         1593         1388         1012         1306         1032         1114         2683
                        241200          954          629          510         1593         1388         1012         1306         1032         1114         2683
                        244800          972          638          536         1654         1433         1029         1331         1089         1131         2766
                        248400          972          638          536         1654         1433         1029         1331         1089         1131         2766
                        252000         1007          655          555         1705         1489         1042         1372         1114         1163         2817
                        255600         1007          655          555         1705         1489         1042         1372         1114         1163         2817
                        259200         1007          655          555         1705         1489         1042         1372         1114         1163         2817
                        262800         1028          667          570         1776         1533         1067         1429         1145         1207         2907
                        266400         1028          667          570         1776         1533         1067         1429         1145         1207         2907
                        270000         1059          685          591         1832         1586         1095         1471         1223         1241         2981
                        273600         1059          685          591         1832         1586         1095         1471         1223         1241         2981
                        277200         1087          711          614         1891         1636         1125         1512         1285         1268         3078
                        280800         1087          711          614         1891         1636         1125         1512         1285         1268         3078
                        284400         1087          711          614         1891         1636         1125         1512         1285         1268         3078
                        288000         1117          735          646         1941         1690         1160         1555         1320         1320         3198
                        291600         1117          735          646         1941         1690         1160         1555         1320         1320         3198
                        295200         1162          766          676         1978         1732         1194         1598         1349         1361         3303
                        298800         1162          766          676         1978         1732         1194         1598         1349         1361         3303
                        302400         1162          766          676         1978         1732         1194         1598         1349         1361         3303
                        306000         1181          782          691         2039         1770         1226         1632         1392         1410         3392
                        309600         1181          782          691         2039         1770         1226         1632         1392         1410         3392
                        313200         1211          804          710         2087         1837         1260         1674         1435         1440         3509
                        316800         1211          804          710         2087         1837         1260         1674         1435         1440         3509
                        320400         1242          824          727         2153         1877         1288         1726         1478         1487         3591
                        324000         1242          824          727         2153         1877         1288         1726         1478         1487         3591
                        327600         1242          824          727         2153         1877         1288         1726         1478         1487         3591
                        331200         1273          837          746         2213         1908         1326         1752         1515         1503         3654
                        334800         1273          837          746         2213         1908         1326         1752         1515         1503         3654
                        338400         1304          846          760         2284         1964         1356         1801         1547         1512         3730
                        342000         1304          846          760         2284         1964         1356         1801         1547         1512         3730
                        345600         1304          846          760         2284         1964         1356         1801         1547         1512         3730
                        349200         1321          865          780         2334         2046         1410         1850         1581         1535         3809
                        352800         1321          865          780         2334         2046         1410         1850         1581         1535         3809
                        356400         1365          896          801         2397         2089         1453         1908         1642         1548         4007
                        360000         1365          896          801         2397         2089         1453         1908         1642         1548         4007
                        363600         1402          923          821         2458         2132         1492         1958         1699         1575         4126
                        367200         1402          923          821         2458         2132         1492         1958         1699         1575         4126
                        370800         1402          923          821         2458         2132         1492         1958         1699         1575         4126
                        374400         1427          942          851         2505         2182         1517         1996         1737         1611         4188
                        378000         1427          942          851         2505         2182         1517         1996         1737         1611         4188
                        381600         1449          967          869         2541         2229         1537         2047         1772         1646         4254
                        385200         1449          967          869         2541         2229         1537         2047         1772         1646         4254
                        388800         1449          967          869         2541         2229         1537         2047         1772         1646         4254
                        392400         1468          988          888         2591         2284         1571         2065         1811         1665         4324
                        396000         1468          988          888         2591         2284         1571         2065         1811         1665         4324
                        399600         1490         1014          912         2629         2367         1609         2101         1840         1682         4391
                        403200         1490         1014          912         2629         2367         1609         2101         1840         1682         4391
                        406800         1522         1034          925         2700         2412         1628         2131         1879         1720         4476
                        410400         1522         1034          925         2700         2412         1628         2131         1879         1720         4476
                        414000         1522         1034          925         2700         2412         1628         2131         1879         1720         4476
                        417600         1541         1050          940         2756         2450         1655         2157         1913         1744         4549
                        421200         1541         1050          940         2756         2450         1655         2157         1913         1744         4549
                        424800         1561         1067          954         2814         2480         1683         2184         1939         1773         4630
                        428400         1561         1067          954         2814         2480         1683         2184         1939         1773         4630
                        432000         1561         1067          954         2814         2480         1683         2184         1939         1773         4630
                        435600         1583         1086          968         2875         2508         1706         2217         1993         1805         4706
                        439200         1583         1086          968         2875         2508         1706         2217         1993         1805         4706
                        442800         1633         1107          987         2928         2551         1734         2256         2077         1851         4781
                        446400         1633         1107          987         2928         2551         1734         2256         2077         1851         4781
                        450000         1658         1131         1013         2989         2600         1762         2290         2153         1881         4850
                        453600         1658         1131         1013         2989         2600         1762         2290         2153         1881         4850
                        457200         1658         1131         1013         2989         2600         1762         2290         2153         1881         4850
                        460800         1684         1159         1028         3040         2641         1807         2321         2209         1910         4927
                        464400         1684         1159         1028         3040         2641         1807         2321         2209         1910         4927
                        468000         1720         1184         1046         3083         2687         1843         2355         2254         1924         4991
                        471600         1720         1184         1046         3083         2687         1843         2355         2254         1924         4991
                        475200         1720         1184         1046         3083         2687         1843         2355         2254         1924         4991
                        478800         1737         1193         1064         3139         2719         1890         2382         2288         1951         5048
                        482400         1737         1193         1064         3139         2719         1890         2382         2288         1951         5048
                        486000         1755         1210         1082         3184         2766         1945         2413         2335         1991         5135
                        489600         1755         1210         1082         3184         2766         1945         2413         2335         1991         5135
                        493200         1790         1222         1101         3244         2813         1978         2449         2365         2031         5229
                        496800         1790         1222         1101         3244         2813         1978         2449         2365         2031         5229
                        500400         1790         1222         1101         3244         2813         1978         2449         2365         2031         5229
                        504000         1824         1242         1112         3282         2846         2005         2472         2404         2076         5294
                        507600         1824         1242         1112         3282         2846         2005         2472         2404         2076         5294
                        511200         1848         1258         1132         3331         2889         2025         2513         2438         2108         5407
                        514800         1848         1258         1132         3331         2889         2025         2513         2438         2108         5407
                        518400         1848         1258         1132         3331         2889         2025         2513         2438         2108         5407
                        522000         1868         1266         1163         3372         2968         2048         2560         2469         2143         5483
                        525600         1868         1266         1163         3372         2968         2048         2560         2469         2143         5483
                        529200         1886         1286         1180         3430         3008         2069         2600         2525         2177         5576
                        532800         1886         1286         1180         3430         3008         2069         2600         2525         2177         5576
                        536400         1902         1304         1221         3480         3035         2122         2651         2568         2203         5658
                        540000         1902         1304         1221         3480         3035         2122         2651         2568         2203         5658
                        543600         1902         1304         1221         3480         3035         2122         2651         2568         2203         5658
                        547200         1915         1326         1261         3542         3080         2169         2713         2602         2233         5747
                        550800         1915         1326         1261         3542         3080         2169         2713         2602         2233         5747
