BioMASSver                             0.22
date                             2014/08/19
hour                               19:52:31
refuges                                 237
refs_minrad                         50.0491
refs_maxrad                        249.6053
refs_areafrac                        0.0100
refs_disp                        11881.1193
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.0047      89.9603     109.9159     129.8716     149.8272     169.7828     189.7384     209.6941     229.6497     249.6053
refs_count                               24           21           21           23           16           25           26           19           28           34
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            4            5            6            4            8           14           21           15           18           42
                          7200            4            5            6            4            8           14           21           15           18           42
                         10800           12            8           18           19           16           45           66           32           99          244
                         14400           12            8           18           19           16           45           66           32           99          244
                         18000           59           46           87           85           60           81          158           57          200          390
                         21600           59           46           87           85           60           81          158           57          200          390
                         25200           59           46           87           85           60           81          158           57          200          390
                         28800          131          104          173          151          132          120          233           72          355          547
                         32400          131          104          173          151          132          120          233           72          355          547
                         36000          181          136          239          213          173          163          315           80          495          655
                         39600          181          136          239          213          173          163          315           80          495          655
                         43200          181          136          239          213          173          163          315           80          495          655
                         46800          223          165          291          282          209          194          366          100          596          762
                         50400          223          165          291          282          209          194          366          100          596          762
                         54000          280          196          324          312          231          222          409          115          702          859
                         57600          280          196          324          312          231          222          409          115          702          859
                         61200          323          216          369          356          257          241          451          121          771          936
                         64800          323          216          369          356          257          241          451          121          771          936
                         68400          323          216          369          356          257          241          451          121          771          936
                         72000          354          234          445          388          288          256          500          133          851          999
                         75600          354          234          445          388          288          256          500          133          851          999
                         79200          384          246          478          416          302          268          550          150          910         1074
                         82800          384          246          478          416          302          268          550          150          910         1074
                         86400          384          246          478          416          302          268          550          150          910         1074
                         90000          405          267          498          450          327          288          583          165          957         1121
                         93600          405          267          498          450          327          288          583          165          957         1121
                         97200          427          283          531          484          369          298          622          170         1027         1179
                        100800          427          283          531          484          369          298          622          170         1027         1179
                        104400          450          306          572          511          388          328          657          174         1072         1244
                        108000          450          306          572          511          388          328          657          174         1072         1244
                        111600          450          306          572          511          388          328          657          174         1072         1244
                        115200          474          327          598          541          449          344          680          185         1122         1306
                        118800          474          327          598          541          449          344          680          185         1122         1306
                        122400          496          341          626          573          469          356          702          189         1182         1354
                        126000          496          341          626          573          469          356          702          189         1182         1354
                        129600          496          341          626          573          469          356          702          189         1182         1354
                        133200          527          355          648          594          493          373          719          202         1232         1404
                        136800          527          355          648          594          493          373          719          202         1232         1404
                        140400          556          378          678          613          515          385          741          211         1275         1466
                        144000          556          378          678          613          515          385          741          211         1275         1466
                        147600          579          387          710          643          535          407          761          218         1310         1520
                        151200          579          387          710          643          535          407          761          218         1310         1520
                        154800          579          387          710          643          535          407          761          218         1310         1520
                        158400          607          395          728          672          560          416          788          227         1353         1589
                        162000          607          395          728          672          560          416          788          227         1353         1589
                        165600          626          411          758          708          580          428          817          235         1405         1674
                        169200          626          411          758          708          580          428          817          235         1405         1674
                        172800          626          411          758          708          580          428          817          235         1405         1674
                        176400          647          429          780          735          599          438          837          245         1456         1703
                        180000          647          429          780          735          599          438          837          245         1456         1703
                        183600          696          443          805          765          624          449          863          251         1488         1767
                        187200          696          443          805          765          624          449          863          251         1488         1767
                        190800          725          471          822          789          646          463          909          254         1527         1822
                        194400          725          471          822          789          646          463          909          254         1527         1822
                        198000          725          471          822          789          646          463          909          254         1527         1822
                        201600          744          486          846          818          659          473          926          259         1578         1870
                        205200          744          486          846          818          659          473          926          259         1578         1870
                        208800          761          493          871          840          677          488          941          260         1650         1933
                        212400          761          493          871          840          677          488          941          260         1650         1933
                        216000          761          493          871          840          677          488          941          260         1650         1933
                        219600          789          501          885          856          700          505          958          267         1707         1991
                        223200          789          501          885          856          700          505          958          267         1707         1991
