BioMASSver                             0.22
date                             2014/01/13
hour                               18:52:08
refuges                                 264
refs_minrad                         50.1106
refs_maxrad                        248.8614
refs_areafrac                        0.0100
refs_disp                        11983.0332
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        69.9857      89.8607     109.7358     129.6109     149.4860     169.3611     189.2361     209.1112     228.9863     248.8614
refs_count                               24           22           34           33           30           27           20           25           25           24
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            2            1            7            9           25           22           38           14           27           32
                          7200            2            1            7            9           25           22           38           14           27           32
                         10800           16            7           20           39           61           48           61           58           74          107
                         14400           16            7           20           39           61           48           61           58           74          107
                         18000           80           24           94          147          133          103          152          150          160          209
                         21600           80           24           94          147          133          103          152          150          160          209
                         25200           80           24           94          147          133          103          152          150          160          209
                         28800          116           70          180          246          266          181          257          239          273          326
                         32400          116           70          180          246          266          181          257          239          273          326
                         36000          154          109          264          344          449          255          316          296          350          440
                         39600          154          109          264          344          449          255          316          296          350          440
                         43200          154          109          264          344          449          255          316          296          350          440
                         46800          184          131          309          427          547          312          392          355          442          508
                         50400          184          131          309          427          547          312          392          355          442          508
                         54000          216          153          350          490          598          343          453          397          489          569
                         57600          216          153          350          490          598          343          453          397          489          569
                         61200          246          181          379          550          662          387          495          429          527          620
                         64800          246          181          379          550          662          387          495          429          527          620
                         68400          246          181          379          550          662          387          495          429          527          620
                         72000          275          191          414          589          711          437          537          462          558          660
                         75600          275          191          414          589          711          437          537          462          558          660
                         79200          294          210          450          625          781          480          582          493          591          725
                         82800          294          210          450          625          781          480          582          493          591          725
                         86400          294          210          450          625          781          480          582          493          591          725
                         90000          316          223          480          673          823          514          624          544          634          766
                         93600          316          223          480          673          823          514          624          544          634          766
                         97200          347          230          582          707          870          549          687          569          687          803
                        100800          347          230          582          707          870          549          687          569          687          803
                        104400          367          246          618          740          900          574          717          604          706          845
                        108000          367          246          618          740          900          574          717          604          706          845
                        111600          367          246          618          740          900          574          717          604          706          845
                        115200          380          256          647          779          950          603          745          659          741          869
                        118800          380          256          647          779          950          603          745          659          741          869
                        122400          405          270          676          818         1030          648          770          686          788          907
                        126000          405          270          676          818         1030          648          770          686          788          907
                        129600          405          270          676          818         1030          648          770          686          788          907
                        133200          424          287          699          849         1117          683          810          723          816          935
                        136800          424          287          699          849         1117          683          810          723          816          935
                        140400          439          306          736          871         1140          708          834          772          848          956
                        144000          439          306          736          871         1140          708          834          772          848          956
                        147600          450          331          761          892         1192          741          882          788          888          988
                        151200          450          331          761          892         1192          741          882          788          888          988
                        154800          450          331          761          892         1192          741          882          788          888          988
                        158400          461          343          790          917         1233          773          914          816          940         1027
                        162000          461          343          790          917         1233          773          914          816          940         1027
                        165600          481          354          818          946         1291          791          938          840          997         1064
                        169200          481          354          818          946         1291          791          938          840          997         1064
                        172800          481          354          818          946         1291          791          938          840          997         1064
                        176400          492          368          841          979         1337          821          980          881         1041         1117
                        180000          492          368          841          979         1337          821          980          881         1041         1117
                        183600          516          379          869         1013         1388          900         1000          914         1082         1167
                        187200          516          379          869         1013         1388          900         1000          914         1082         1167
                        190800          537          390          896         1041         1415          936         1024          946         1118         1203
                        194400          537          390          896         1041         1415          936         1024          946         1118         1203
                        198000          537          390          896         1041         1415          936         1024          946         1118         1203
                        201600          543          401          922         1082         1453          968         1042          970         1164         1236
                        205200          543          401          922         1082         1453          968         1042          970         1164         1236
                        208800          557          412          938         1113         1493          994         1061          989         1208         1278
                        212400          557          412          938         1113         1493          994         1061          989         1208         1278
                        216000          557          412          938         1113         1493          994         1061          989         1208         1278
                        219600          568          421          965         1146         1530         1025         1084         1011         1277         1332
                        223200          568          421          965         1146         1530         1025         1084         1011         1277         1332
                        226800          582          432          981         1167         1571         1039         1103         1027         1303         1395
                        230400          582          432          981         1167         1571         1039         1103         1027         1303         1395
                        234000          592          449         1011         1190         1596         1064         1114         1060         1320         1416
                        237600          592          449         1011         1190         1596         1064         1114         1060         1320         1416
                        241200          592          449         1011         1190         1596         1064         1114         1060         1320         1416
                        244800          606          461         1031         1210         1630         1093         1142         1087         1336         1437
                        248400          606          461         1031         1210         1630         1093         1142         1087         1336         1437
                        252000          621          478         1047         1232         1682         1113         1162         1120         1370         1462
                        255600          621          478         1047         1232         1682         1113         1162         1120         1370         1462
                        259200          621          478         1047         1232         1682         1113         1162         1120         1370         1462
                        262800          639          484         1064         1256         1717         1132         1183         1152         1401         1485
                        266400          639          484         1064         1256         1717         1132         1183         1152         1401         1485
                        270000          659          499         1085         1285         1757         1157         1199         1180         1440         1520
                        273600          659          499         1085         1285         1757         1157         1199         1180         1440         1520
                        277200          678          509         1100         1312         1806         1178         1217         1204         1455         1544
                        280800          678          509         1100         1312         1806         1178         1217         1204         1455         1544
                        284400          678          509         1100         1312         1806         1178         1217         1204         1455         1544
                        288000          686          518         1127         1352         1845         1203         1235         1229         1478         1567
                        291600          686          518         1127         1352         1845         1203         1235         1229         1478         1567
                        295200          695          532         1154         1381         1880         1227         1271         1245         1503         1587
                        298800          695          532         1154         1381         1880         1227         1271         1245         1503         1587
                        302400          695          532         1154         1381         1880         1227         1271         1245         1503         1587
                        306000          708          551         1173         1401         1902         1247         1296         1260         1517         1608
                        309600          708          551         1173         1401         1902         1247         1296         1260         1517         1608
                        313200          714          565         1187         1413         1913         1260         1323         1277         1527         1631
                        316800          714          565         1187         1413         1913         1260         1323         1277         1527         1631
                        320400          725          577         1205         1432         1928         1280         1346         1293         1532         1645
                        324000          725          577         1205         1432         1928         1280         1346         1293         1532         1645
                        327600          725          577         1205         1432         1928         1280         1346         1293         1532         1645
                        331200          727          599         1218         1448         1954         1302         1370         1313         1557         1662
                        334800          727          599         1218         1448         1954         1302         1370         1313         1557         1662
                        338400          746          606         1239         1478         2003         1322         1393         1319         1580         1683
                        342000          746          606         1239         1478         2003         1322         1393         1319         1580         1683
                        345600          746          606         1239         1478         2003         1322         1393         1319         1580         1683
                        349200          762          617         1267         1503         2045         1334         1406         1348         1609         1689
                        352800          762          617         1267         1503         2045         1334         1406         1348         1609         1689
                        356400          780          625         1294         1527         2077         1360         1422         1370         1636         1700
                        360000          780          625         1294         1527         2077         1360         1422         1370         1636         1700
                        363600          796          632         1315         1549         2102         1374         1431         1395         1649         1716
                        367200          796          632         1315         1549         2102         1374         1431         1395         1649         1716
                        370800          796          632         1315         1549         2102         1374         1431         1395         1649         1716
                        374400          811          640         1327         1569         2117         1394         1441         1409         1671         1735
                        378000          811          640         1327         1569         2117         1394         1441         1409         1671         1735
                        381600          819          649         1340         1595         2139         1432         1459         1419         1711         1757
                        385200          819          649         1340         1595         2139         1432         1459         1419         1711         1757
                        388800          819          649         1340         1595         2139         1432         1459         1419         1711         1757
                        392400          829          663         1352         1610         2149         1444         1484         1431         1729         1770
                        396000          829          663         1352         1610         2149         1444         1484         1431         1729         1770
                        399600          838          673         1363         1621         2165         1464         1501         1448         1740         1793
                        403200          838          673         1363         1621         2165         1464         1501         1448         1740         1793
                        406800          842          683         1377         1631         2180         1482         1521         1473         1742         1812
                        410400          842          683         1377         1631         2180         1482         1521         1473         1742         1812
                        414000          842          683         1377         1631         2180         1482         1521         1473         1742         1812
                        417600          845          687         1390         1642         2207         1500         1533         1494         1759         1827
                        421200          845          687         1390         1642         2207         1500         1533         1494         1759         1827
                        424800          855          694         1406         1653         2229         1516         1552         1516         1784         1839
                        428400          855          694         1406         1653         2229         1516         1552         1516         1784         1839
                        432000          855          694         1406         1653         2229         1516         1552         1516         1784         1839
                        435600          865          700         1420         1665         2238         1543         1560         1536         1821         1847
                        439200          865          700         1420         1665         2238         1543         1560         1536         1821         1847
                        442800          879          709         1448         1682         2261         1562         1569         1554         1838         1867
                        446400          879          709         1448         1682         2261         1562         1569         1554         1838         1867
                        450000          894          712         1469         1696         2282         1579         1576         1566         1850         1880
                        453600          894          712         1469         1696         2282         1579         1576         1566         1850         1880
                        457200          894          712         1469         1696         2282         1579         1576         1566         1850         1880
                        460800          899          716         1486         1724         2298         1588         1593         1576         1861         1884
                        464400          899          716         1486         1724         2298         1588         1593         1576         1861         1884
                        468000          908          722         1509         1739         2314         1612         1604         1587         1871         1890
                        471600          908          722         1509         1739         2314         1612         1604         1587         1871         1890
                        475200          908          722         1509         1739         2314         1612         1604         1587         1871         1890
                        478800          917          731         1526         1754         2342         1630         1625         1618         1893         1896
                        482400          917          731         1526         1754         2342         1630         1625         1618         1893         1896
                        486000          919          742         1530         1765         2353         1635         1657         1635         1898         1904
                        489600          919          742         1530         1765         2353         1635         1657         1635         1898         1904
                        493200          925          760         1534         1772         2381         1646         1664         1643         1902         1913
                        496800          925          760         1534         1772         2381         1646         1664         1643         1902         1913
                        500400          925          760         1534         1772         2381         1646         1664         1643         1902         1913
                        504000          932          774         1542         1775         2399         1648         1676         1650         1922         1919
                        507600          932          774         1542         1775         2399         1648         1676         1650         1922         1919
                        511200          937          784         1552         1797         2414         1655         1694         1659         1939         1931
                        514800          937          784         1552         1797         2414         1655         1694         1659         1939         1931
                        518400          937          784         1552         1797         2414         1655         1694         1659         1939         1931
                        522000          940          788         1572         1814         2429         1662         1699         1665         1952         1942
                        525600          940          788         1572         1814         2429         1662         1699         1665         1952         1942
                        529200          946          796         1589         1832         2438         1682         1706         1678         1973         1953
                        532800          946          796         1589         1832         2438         1682         1706         1678         1973         1953
                        536400          952          802         1601         1852         2457         1692         1712         1687         1978         1966
                        540000          952          802         1601         1852         2457         1692         1712         1687         1978         1966
                        543600          952          802         1601         1852         2457         1692         1712         1687         1978         1966
