BioMASSver                             0.22
date                             2017/10/05
hour                               14:12:06
refuges                                 245
refs_minrad                         50.8179
refs_maxrad                        249.6939
refs_areafrac                        0.0100
refs_disp                        11659.5459
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.7055      90.5931     110.4807     130.3683     150.2559     170.1435     190.0311     209.9187     229.8063     249.6939
refs_count                               22           22           23           27           25           25           23           27           19           32
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            0            3            2           12           11           16           15           31           22           40
                          7200            0            3            2           12           11           16           15           31           22           40
                         10800            1           16           14           60           32           42           36           83           55          122
                         14400            1           16           14           60           32           42           36           83           55          122
                         18000           28           76           84          145          107           97           96          218          123          240
                         21600           28           76           84          145          107           97           96          218          123          240
                         25200           28           76           84          145          107           97           96          218          123          240
                         28800           67          139          179          236          171          184          142          320          183          367
                         32400           67          139          179          236          171          184          142          320          183          367
                         36000          101          212          261          341          243          234          195          387          260          488
                         39600          101          212          261          341          243          234          195          387          260          488
                         43200          101          212          261          341          243          234          195          387          260          488
                         46800          150          262          322          418          313          269          236          482          312          588
                         50400          150          262          322          418          313          269          236          482          312          588
                         54000          169          297          389          467          371          308          271          550          351          671
                         57600          169          297          389          467          371          308          271          550          351          671
                         61200          191          331          421          518          419          346          292          609          377          750
                         64800          191          331          421          518          419          346          292          609          377          750
                         68400          191          331          421          518          419          346          292          609          377          750
                         72000          212          359          463          578          452          389          303          665          404          818
                         75600          212          359          463          578          452          389          303          665          404          818
                         79200          230          414          487          641          490          411          341          720          437          881
                         82800          230          414          487          641          490          411          341          720          437          881
                         86400          230          414          487          641          490          411          341          720          437          881
                         90000          259          461          519          687          526          441          372          766          462          929
                         93600          259          461          519          687          526          441          372          766          462          929
                         97200          266          484          546          739          564          459          398          805          488          979
                        100800          266          484          546          739          564          459          398          805          488          979
                        104400          282          503          575          767          597          473          417          846          515         1018
                        108000          282          503          575          767          597          473          417          846          515         1018
                        111600          282          503          575          767          597          473          417          846          515         1018
                        115200          304          536          600          794          616          495          431          898          553         1069
                        118800          304          536          600          794          616          495          431          898          553         1069
                        122400          325          557          643          815          640          516          448          982          582         1127
                        126000          325          557          643          815          640          516          448          982          582         1127
                        129600          325          557          643          815          640          516          448          982          582         1127
                        133200          341          579          668          848          663          533          460         1049          616         1178
                        136800          341          579          668          848          663          533          460         1049          616         1178
                        140400          352          604          716          879          716          558          487         1106          652         1220
                        144000          352          604          716          879          716          558          487         1106          652         1220
                        147600          378          613          738          914          750          570          497         1165          692         1279
                        151200          378          613          738          914          750          570          497         1165          692         1279
                        154800          378          613          738          914          750          570          497         1165          692         1279
                        158400          390          626          763          950          778          582          515         1205          745         1321
                        162000          390          626          763          950          778          582          515         1205          745         1321
