BioMASSver                             0.22
date                             2014/01/13
hour                               13:37:38
refuges                                 244
refs_minrad                         50.0843
refs_maxrad                        249.8455
refs_areafrac                        0.0100
refs_disp                        12371.9648
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.0605      90.0366     110.0127     129.9888     149.9649     169.9410     189.9171     209.8933     229.8694     249.8455
refs_count                               24           22           27           19           22           29           21           25           24           31
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            6            2            8           15           31           17           11           15           23           32
                          7200            6            2            8           15           31           17           11           15           23           32
                         10800           10            4           30           25           47           34           48           54           63          101
                         14400           10            4           30           25           47           34           48           54           63          101
                         18000           66           48           68           42          102          119          175          155          121          244
                         21600           66           48           68           42          102          119          175          155          121          244
                         25200           66           48           68           42          102          119          175          155          121          244
                         28800          145          112          142           87          194          259          268          247          208          367
                         32400          145          112          142           87          194          259          268          247          208          367
                         36000          184          185          191          136          264          375          358          337          271          532
                         39600          184          185          191          136          264          375          358          337          271          532
                         43200          184          185          191          136          264          375          358          337          271          532
                         46800          256          203          211          183          331          451          438          409          308          676
                         50400          256          203          211          183          331          451          438          409          308          676
                         54000          290          220          251          204          372          520          471          466          363          829
                         57600          290          220          251          204          372          520          471          466          363          829
                         61200          320          233          268          224          421          586          509          502          402          901
                         64800          320          233          268          224          421          586          509          502          402          901
                         68400          320          233          268          224          421          586          509          502          402          901
                         72000          348          252          284          249          446          632          561          546          437          957
                         75600          348          252          284          249          446          632          561          546          437          957
                         79200          377          265          311          275          469          682          594          575          482         1008
                         82800          377          265          311          275          469          682          594          575          482         1008
                         86400          377          265          311          275          469          682          594          575          482         1008
                         90000          409          280          331          303          499          726          638          616          521         1059
                         93600          409          280          331          303          499          726          638          616          521         1059
                         97200          433          288          345          317          524          769          715          650          544         1106
                        100800          433          288          345          317          524          769          715          650          544         1106
                        104400          457          299          367          334          551          818          748          687          557         1177
                        108000          457          299          367          334          551          818          748          687          557         1177
                        111600          457          299          367          334          551          818          748          687          557         1177
                        115200          482          312          382          345          575          856          790          756          607         1254
                        118800          482          312          382          345          575          856          790          756          607         1254
                        122400          494          322          400          358          605          896          818          791          631         1345
                        126000          494          322          400          358          605          896          818          791          631         1345
                        129600          494          322          400          358          605          896          818          791          631         1345
                        133200          509          333          411          367          624          929          875          823          654         1491
                        136800          509          333          411          367          624          929          875          823          654         1491
                        140400          524          347          432          374          635          973          896          859          679         1579
                        144000          524          347          432          374          635          973          896          859          679         1579
                        147600          548          362          440          384          662         1018          923          884          694         1666
                        151200          548          362          440          384          662         1018          923          884          694         1666
                        154800          548          362          440          384          662         1018          923          884          694         1666
                        158400          560          382          455          396          686         1051          960          912          737         1713
                        162000          560          382          455          396          686         1051          960          912          737         1713
                        165600          589          394          476          408          701         1088          988          936          765         1766
                        169200          589          394          476          408          701         1088          988          936          765         1766
                        172800          589          394          476          408          701         1088          988          936          765         1766
                        176400          605          413          492          436          719         1131         1010          981          786         1826
                        180000          605          413          492          436          719         1131         1010          981          786         1826
                        183600          621          425          500          466          740         1169         1042         1009          806         1892
                        187200          621          425          500          466          740         1169         1042         1009          806         1892
                        190800          639          437          527          485          771         1208         1066         1038          820         1983
                        194400          639          437          527          485          771         1208         1066         1038          820         1983
                        198000          639          437          527          485          771         1208         1066         1038          820         1983
                        201600          664          446          542          502          800         1237         1100         1068          833         2037
                        205200          664          446          542          502          800         1237         1100         1068          833         2037
                        208800          672          449          563          518          820         1281         1140         1098          875         2084
                        212400          672          449          563          518          820         1281         1140         1098          875         2084
                        216000          672          449          563          518          820         1281         1140         1098          875         2084
                        219600          679          458          578          530          829         1309         1177         1126          913         2126
                        223200          679          458          578          530          829         1309         1177         1126          913         2126
                        226800          692          469          595          544          835         1346         1198         1159          929         2183
                        230400          692          469          595          544          835         1346         1198         1159          929         2183
                        234000          705          483          600          552          851         1391         1255         1185          942         2234
                        237600          705          483          600          552          851         1391         1255         1185          942         2234
                        241200          705          483          600          552          851         1391         1255         1185          942         2234
                        244800          714          490          617          567          870         1427         1287         1204          962         2274
                        248400          714          490          617          567          870         1427         1287         1204          962         2274
                        252000          730          503          635          574          880         1458         1310         1222          977         2319
                        255600          730          503          635          574          880         1458         1310         1222          977         2319
                        259200          730          503          635          574          880         1458         1310         1222          977         2319
                        262800          745          514          646          590          891         1486         1330         1249          993         2373
                        266400          745          514          646          590          891         1486         1330         1249          993         2373
                        270000          756          519          656          606          919         1513         1353         1274         1002         2421
                        273600          756          519          656          606          919         1513         1353         1274         1002         2421
