BioMASSver                             0.22
date                             2014/11/11
hour                               16:48:52
biomass.model.taxonomy.Plant2 
Generic                       
Plant                         
longevity                             36499
linf                                 0.0000
t0                                   0.0000
k                                    0.5000
a                                    0.0000
b                                    0.0000
newborn_orgs                            400
pop_deathrate                        0.0007
rep_cycle                             18250
age_classes                               2
                         steps       orgs00        hid00     killed00    starved00   leanmass00    fatmass00   killmass00  starvemas00       orgs01        hid01     killed01    starved01   leanmass01    fatmass01   killmass01  starvemas01
                             0          400            0            0            0  178023.5837   83775.8041       0.0000       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                          3600          400            0            0            0   26275.7577   12365.0624  243936.7471       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                          7200          400            0            0            0   33519.5493   15773.9056  243936.7471       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         10800          400            0            0            0   34506.4232   16238.3168  546292.8346       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         14400          400            0            0            0   39819.3063   18738.4971  546292.8346       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         18000          400            0            0            0   49832.8240   23450.7407  915769.9512       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         21600          400            0            0            0   55689.1455   26206.6567  915769.9512       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         25200          400            0            0            0   63878.1267   30060.2949  915769.9512       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         28800          400            0            0            0   71537.7034   33664.8016 1227584.8412       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         32400          400            0            0            0   78415.7853   36901.5460 1227584.8412       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         36000          400            0            0            0   88470.2028   41633.0366 1444635.4161       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         39600          400            0            0            0   94660.5430   44546.1379 1444635.4161       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         43200          400            0            0            0   99006.3532   46591.2250 1444635.4161       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         46800          400            0            0            0  107859.5752   50757.4472 1599588.6998       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         50400          400            0            0            0  113522.1596   53422.1927 1599588.6998       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         54000          400            0            0            0  119235.6948   56110.9152 1728422.2121       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         57600          400            0            0            0  124363.6952   58524.0919 1728422.2121       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         61200          400            0            0            0  136476.4456   64224.2097 1852724.8280       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         64800          400            0            0            0  138960.7518   65393.2949 1852724.8280       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         68400          400            0            0            0  143271.4483   67421.8580 1852724.8280       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         72000          400            0            0            0  149433.6890   70321.7360 1974094.5820       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         75600          400            0            0            0  157498.2071   74116.8033 1974094.5820       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         79200          400            0            0            0  165997.1756   78116.3179 2096744.0175       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         82800          400            0            0            0  169132.2282   79591.6368 2096744.0175       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         86400          400            0            0            0  175985.0342   82816.4867 2096744.0175       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         90000          400            0            0            0  178022.9929   83775.5261 2222384.9241       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         93600          400            0            0            0  178023.5832   83775.8038 2222384.9241       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                         97200          400            0            0            0  178014.1062   83771.3441 2341488.1013       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        100800          400            0            0            0  178023.5746   83775.7998 2341488.1013       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        104400          400            0            0            0  177883.4288   83709.8489 2452493.2266       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        108000          400            0            0            0  178023.4633   83775.7474 2452493.2266       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        111600          400            0            0            0  178023.5836   83775.8040 2452493.2266       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        115200          400            0            0            0  178022.2620   83775.1821 2567629.6775       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        118800          400            0            0            0  178023.5826   83775.8036 2567629.6775       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        122400          400            0            0            0  177997.9721   83763.7516 2686199.8154       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        126000          400            0            0            0  178023.5612   83775.7935 2686199.8154       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        129600          400            0            0            0  178023.5837   83775.8041 2686199.8154       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        133200          400            0            0            0  178023.2168   83775.6314 2806407.9051       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        136800          400            0            0            0  178023.5834   83775.8039 2806407.9051       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        140400          400            0            0            0  178019.4187   83773.8441 2912791.3674       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        144000          400            0            0            0  178023.5803   83775.8025 2912791.3674       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        147600          400            0            0            0  177946.5084   83739.5334 3024985.6891       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        151200          400            0            0            0  178023.5493   83775.7879 3024985.6891       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        154800          400            0            0            0  178023.5837   83775.8041 3024985.6891       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        158400          400            0            0            0  178023.1422   83775.5963 3128059.9834       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        162000          400            0            0            0  178023.5834   83775.8040 3128059.9834       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        165600          400            0            0            0  178019.0389   83773.6654 3238325.6918       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        169200          400            0            0            0  178023.5826   83775.8036 3238325.6918       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        172800          400            0            0            0  178023.5837   83775.8041 3238325.6918       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        176400          400            0            0            0  178023.5831   83775.8038 3341065.5317       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        180000          400            0            0            0  178023.5837   83775.8041 3341065.5317       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        183600          400            0            0            0  178023.4146   83775.7245 3450092.2885       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        187200          400            0            0            0  178023.5837   83775.8041 3450092.2885       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        190800          400            0            0            0  177994.3519   83762.0480 3544955.7115       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        194400          400            0            0            0  178023.5837   83775.8041 3544955.7115       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        198000          400            0            0            0  178023.5837   83775.8041 3544955.7115       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        201600          400            0            0            0  178023.5785   83775.8016 3641548.0637       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        205200          400            0            0            0  178023.5837   83775.8041 3641548.0637       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        208800          400            0            0            0  178022.1779   83775.1426 3737305.4312       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        212400          400            0            0            0  178023.5837   83775.8041 3737305.4312       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        216000          400            0            0            0  178023.5837   83775.8041 3737305.4312       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        219600          400            0            0            0  178023.5834   83775.8040 3828124.4391       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        223200          400            0            0            0  178023.5837   83775.8041 3828124.4391       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        226800          400            0            0            0  178023.5323   83775.7799 3913550.6195       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
                        230400          400            0            0            0  178023.5837   83775.8041 3913550.6195       0.0000            0            0            0            0       0.0000       0.0000       0.0000       0.0000
