BioMASSver                             0.22
date                             2013/12/19
hour                               19:24:55
refuges                                 248
refs_minrad                         50.3092
refs_maxrad                        249.6576
refs_areafrac                        0.0100
refs_disp                        12187.6064
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.2440      90.1789     110.1137     130.0486     149.9834     169.9182     189.8531     209.7879     229.7228     249.6576
refs_count                               23           29           19           26           24           27           20           23           30           27
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            4           11           11           17           29           36           47           34           58          120
                          7200            4           11           11           17           29           36           47           34           58          120
                         10800            9           20           15           47           65           83           72           95          142          205
                         14400            9           20           15           47           65           83           72           95          142          205
                         18000           16           30           30           68          101          116          112          158          266          322
                         21600           16           30           30           68          101          116          112          158          266          322
                         25200           16           30           30           68          101          116          112          158          266          322
                         28800           19           38           38           82          129          162          134          207          333          406
                         32400           19           38           38           82          129          162          134          207          333          406
                         36000           22           46           48           94          150          195          160          255          389          467
                         39600           22           46           48           94          150          195          160          255          389          467
                         43200           22           46           48           94          150          195          160          255          389          467
                         46800           26           49           52          111          164          218          189          290          456          520
                         50400           26           49           52          111          164          218          189          290          456          520
                         54000           31           54           55          133          187          241          216          332          528          573
                         57600           31           54           55          133          187          241          216          332          528          573
                         61200           32           62           65          141          203          278          229          364          569          644
                         64800           32           62           65          141          203          278          229          364          569          644
                         68400           32           62           65          141          203          278          229          364          569          644
                         72000           36           67           69          153          225          316          252          391          621          717
                         75600           36           67           69          153          225          316          252          391          621          717
                         79200           42           69           73          171          248          333          288          432          656          801
                         82800           42           69           73          171          248          333          288          432          656          801
                         86400           42           69           73          171          248          333          288          432          656          801
                         90000           47           73           78          188          279          360          307          489          698          849
                         93600           47           73           78          188          279          360          307          489          698          849
                         97200           49           79           80          204          295          377          340          539          754          924
                        100800           49           79           80          204          295          377          340          539          754          924
                        104400           58           81           87          218          306          384          356          582          793          983
                        108000           58           81           87          218          306          384          356          582          793          983
                        111600           58           81           87          218          306          384          356          582          793          983
                        115200           60           84           90          225          325          407          382          623          845         1035
                        118800           60           84           90          225          325          407          382          623          845         1035
                        122400           63           94           98          244          344          433          401          655          913         1110
                        126000           63           94           98          244          344          433          401          655          913         1110
                        129600           63           94           98          244          344          433          401          655          913         1110
                        133200           64          104          102          274          367          455          426          688          945         1182
                        136800           64          104          102          274          367          455          426          688          945         1182
                        140400           64          113          113          284          382          482          448          717          985         1236
                        144000           64          113          113          284          382          482          448          717          985         1236
                        147600           73          121          121          303          413          505          474          747         1017         1313
                        151200           73          121          121          303          413          505          474          747         1017         1313
                        154800           73          121          121          303          413          505          474          747         1017         1313
                        158400           82          133          129          320          424          535          489          783         1076         1358
                        162000           82          133          129          320          424          535          489          783         1076         1358
                        165600           83          139          137          341          456          578          518          825         1115         1431
                        169200           83          139          137          341          456          578          518          825         1115         1431
                        172800           83          139          137          341          456          578          518          825         1115         1431
                        176400           87          143          146          349          466          591          547          855         1152         1474
                        180000           87          143          146          349          466          591          547          855         1152         1474
                        183600           89          148          146          369          488          616          576          902         1214         1520
                        187200           89          148          146          369          488          616          576          902         1214         1520
                        190800           95          155          150          385          495          645          602          934         1260         1569
                        194400           95          155          150          385          495          645          602          934         1260         1569
                        198000           95          155          150          385          495          645          602          934         1260         1569
                        201600           98          157          156          396          520          663          624          971         1315         1638
                        205200           98          157          156          396          520          663          624          971         1315         1638
                        208800           99          171          157          415          528          682          640         1006         1348         1694
                        212400           99          171          157          415          528          682          640         1006         1348         1694
                        216000           99          171          157          415          528          682          640         1006         1348         1694
                        219600          103          178          168          431          546          699          663         1056         1388         1741
                        223200          103          178          168          431          546          699          663         1056         1388         1741
                        226800          109          186          171          445          562          720          686         1080         1418         1822
                        230400          109          186          171          445          562          720          686         1080         1418         1822
                        234000          109          190          174          450          579          739          703         1100         1463         1885
                        237600          109          190          174          450          579          739          703         1100         1463         1885
                        241200          109          190          174          450          579          739          703         1100         1463         1885
                        244800          112          191          178          461          587          758          713         1112         1496         1929
                        248400          112          191          178          461          587          758          713         1112         1496         1929
                        252000          114          198          184          472          601          778          732         1138         1531         1996
                        255600          114          198          184          472          601          778          732         1138         1531         1996
                        259200          114          198          184          472          601          778          732         1138         1531         1996
                        262800          122          202          189          485          625          800          748         1171         1566         2063
                        266400          122          202          189          485          625          800          748         1171         1566         2063
                        270000          125          204          194          492          649          827          762         1191         1601         2095
                        273600          125          204          194          492          649          827          762         1191         1601         2095
                        277200          128          210          199          504          661          843          783         1230         1665         2145
                        280800          128          210          199          504          661          843          783         1230         1665         2145
                        284400          128          210          199          504          661          843          783         1230         1665         2145
                        288000          129          214          205          510          670          860          794         1254         1702         2187
                        291600          129          214          205          510          670          860          794         1254         1702         2187
                        295200          132          217          208          525          679          885          825         1274         1735         2235
                        298800          132          217          208          525          679          885          825         1274         1735         2235
                        302400          132          217          208          525          679          885          825         1274         1735         2235
                        306000          134          222          213          532          695          909          844         1312         1784         2263
                        309600          134          222          213          532          695          909          844         1312         1784         2263
                        313200          136          228          216          543          706          933          870         1350         1819         2308
                        316800          136          228          216          543          706          933          870         1350         1819         2308
                        320400          140          231          220          551          717          956          880         1380         1872         2382
                        324000          140          231          220          551          717          956          880         1380         1872         2382
                        327600          140          231          220          551          717          956          880         1380         1872         2382
                        331200          140          237          224          557          729          970          894         1399         1910         2444
                        334800          140          237          224          557          729          970          894         1399         1910         2444
                        338400          141          247          227          566          740          992          908         1418         1931         2488
                        342000          141          247          227          566          740          992          908         1418         1931         2488
                        345600          141          247          227          566          740          992          908         1418         1931         2488
                        349200          143          251          230          576          754         1010          926         1446         1959         2541
                        352800          143          251          230          576          754         1010          926         1446         1959         2541
                        356400          147          255          230          589          767         1028          940         1474         1995         2605
                        360000          147          255          230          589          767         1028          940         1474         1995         2605
                        363600          152          260          232          597          781         1061          959         1513         2030         2652
                        367200          152          260          232          597          781         1061          959         1513         2030         2652
                        370800          152          260          232          597          781         1061          959         1513         2030         2652
                        374400          155          263          237          620          792         1086          986         1540         2064         2686
                        378000          155          263          237          620          792         1086          986         1540         2064         2686
                        381600          155          267          238          629          809         1112         1004         1573         2109         2764
                        385200          155          267          238          629          809         1112         1004         1573         2109         2764
                        388800          155          267          238          629          809         1112         1004         1573         2109         2764
                        392400          158          276          253          636          819         1126         1022         1604         2145         2817
                        396000          158          276          253          636          819         1126         1022         1604         2145         2817
                        399600          161          280          256          652          834         1139         1040         1632         2201         2880
                        403200          161          280          256          652          834         1139         1040         1632         2201         2880
                        406800          163          283          259          661          848         1161         1054         1660         2241         2930
                        410400          163          283          259          661          848         1161         1054         1660         2241         2930
                        414000          163          283          259          661          848         1161         1054         1660         2241         2930
                        417600          165          288          267          667          862         1181         1067         1694         2281         2969
                        421200          165          288          267          667          862         1181         1067         1694         2281         2969
                        424800          167          300          268          679          868         1207         1083         1713         2315         3002
                        428400          167          300          268          679          868         1207         1083         1713         2315         3002
                        432000          167          300          268          679          868         1207         1083         1713         2315         3002
                        435600          170          306          278          691          876         1227         1097         1747         2356         3053
                        439200          170          306          278          691          876         1227         1097         1747         2356         3053
                        442800          172          306          284          705          883         1239         1105         1771         2380         3109
                        446400          172          306          284          705          883         1239         1105         1771         2380         3109
                        450000          175          306          286          714          897         1259         1128         1798         2419         3161
                        453600          175          306          286          714          897         1259         1128         1798         2419         3161
                        457200          175          306          286          714          897         1259         1128         1798         2419         3161
                        460800          181          309          291          730          913         1273         1150         1820         2461         3206
                        464400          181          309          291          730          913         1273         1150         1820         2461         3206
                        468000          183          311          295          736          926         1279         1173         1838         2481         3255
                        471600          183          311          295          736          926         1279         1173         1838         2481         3255
                        475200          183          311          295          736          926         1279         1173         1838         2481         3255
                        478800          188          312          301          758          936         1307         1209         1853         2541         3315
                        482400          188          312          301          758          936         1307         1209         1853         2541         3315
                        486000          189          319          305          770          952         1324         1225         1883         2581         3364
                        489600          189          319          305          770          952         1324         1225         1883         2581         3364
                        493200          189          323          306          781          966         1350         1253         1908         2622         3398
                        496800          189          323          306          781          966         1350         1253         1908         2622         3398
                        500400          189          323          306          781          966         1350         1253         1908         2622         3398
                        504000          196          325          314          786          978         1364         1271         1931         2659         3439
                        507600          196          325          314          786          978         1364         1271         1931         2659         3439
                        511200          196          330          322          796          986         1377         1286         1965         2696         3485
                        514800          196          330          322          796          986         1377         1286         1965         2696         3485
                        518400          196          330          322          796          986         1377         1286         1965         2696         3485
                        522000          202          331          328          807          999         1399         1304         1985         2723         3541
                        525600          202          331          328          807          999         1399         1304         1985         2723         3541
                        529200          203          340          332          816         1005         1413         1317         2011         2762         3585
                        532800          203          340          332          816         1005         1413         1317         2011         2762         3585
                        536400          213          347          343          818         1018         1431         1336         2044         2795         3629
                        540000          213          347          343          818         1018         1431         1336         2044         2795         3629
                        543600          213          347          343          818         1018         1431         1336         2044         2795         3629
                        547200          217          351          346          826         1036         1452         1356         2059         2831         3685
                        550800          217          351          346          826         1036         1452         1356         2059         2831         3685
                        554400          220          358          355          833         1052         1470         1372         2096         2894         3734
                        558000          220          358          355          833         1052         1470         1372         2096         2894         3734
                        561600          220          358          355          833         1052         1470         1372         2096         2894         3734
                        565200          224          361          361          841         1063         1486         1385         2109         2919         3797
                        568800          224          361          361          841         1063         1486         1385         2109         2919         3797
                        572400          230          366          363          848         1069         1500         1405         2131         2953         3826
                        576000          230          366          363          848         1069         1500         1405         2131         2953         3826
                        579600          232          373          364          857         1073         1507         1405         2146         2970         3865
                        583200          232          373          364          857         1073         1507         1405         2146         2970         3865
                        586800          232          373          364          857         1073         1507         1405         2146         2970         3865
                        590400          234          376          374          866         1086         1522         1421         2164         3005         3907
                        594000          234          376          374          866         1086         1522         1421         2164         3005         3907
                        597600          238          383          380          878         1097         1536         1437         2187         3043         3940
                        601200          238          383          380          878         1097         1536         1437         2187         3043         3940
                        604800          238          383          380          878         1097         1536         1437         2187         3043         3940
                        608400          239          387          389          888         1108         1552         1454         2208         3064         3993
                        612000          239          387          389          888         1108         1552         1454         2208         3064         3993
                        615600          245          395          395          896         1122         1561         1475         2232         3086         4025
                        619200          245          395          395          896         1122         1561         1475         2232         3086         4025
                        622800          247          396          402          912         1127         1569         1488         2245         3112         4054
