BioMASSver                             0.22
date                             2016/03/09
hour                               15:57:24
refuges                                 261
refs_minrad                         51.3642
refs_maxrad                        249.0988
refs_areafrac                        0.0100
refs_disp                        12429.1227
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        71.1377      90.9112     110.6846     130.4581     150.2315     170.0050     189.7784     209.5519     229.3253     249.0988
refs_count                               29           23           23           33           23           36           28           19           25           22
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            2            6            1           22            6           27           24           40           43           26
                          7200            2            6            1           22            6           27           24           40           43           26
                         10800           20           15           17           57           24           57           61           72          119           91
                         14400           20           15           17           57           24           57           61           72          119           91
                         18000          129           51           54          137           63          185          158          118          200          164
                         21600          129           51           54          137           63          185          158          118          200          164
                         25200          129           51           54          137           63          185          158          118          200          164
                         28800          251          117          108          230          108          343          226          260          339          242
                         32400          251          117          108          230          108          343          226          260          339          242
                         36000          323          166          151          323          129          495          281          335          450          316
                         39600          323          166          151          323          129          495          281          335          450          316
                         43200          323          166          151          323          129          495          281          335          450          316
                         46800          377          210          191          376          160          598          331          402          534          391
                         50400          377          210          191          376          160          598          331          402          534          391
                         54000          427          249          218          442          176          684          365          451          655          430
                         57600          427          249          218          442          176          684          365          451          655          430
                         61200          480          288          234          493          194          754          390          490          719          471
                         64800          480          288          234          493          194          754          390          490          719          471
                         68400          480          288          234          493          194          754          390          490          719          471
                         72000          508          325          250          530          206          805          415          528          765          500
                         75600          508          325          250          530          206          805          415          528          765          500
                         79200          546          364          268          573          217          872          435          567          819          529
                         82800          546          364          268          573          217          872          435          567          819          529
                         86400          546          364          268          573          217          872          435          567          819          529
                         90000          577          446          482          627          255          946          461          625          894          554
                         93600          577          446          482          627          255          946          461          625          894          554
                         97200          603          472          509          660          270         1007          477          680          945          581
                        100800          603          472          509          660          270         1007          477          680          945          581
                        104400          646          494          516          687          289         1061          503          714          991          599
                        108000          646          494          516          687          289         1061          503          714          991          599
                        111600          646          494          516          687          289         1061          503          714          991          599
                        115200          683          514          537          739          300         1113          520          763         1056          627
                        118800          683          514          537          739          300         1113          520          763         1056          627
                        122400          727          522          557          768          311         1187          552          792         1118          667
                        126000          727          522          557          768          311         1187          552          792         1118          667
                        129600          727          522          557          768          311         1187          552          792         1118          667
                        133200          750          541          574          792          326         1241          575          821         1163          702
                        136800          750          541          574          792          326         1241          575          821         1163          702
                        140400          778          561          591          827          338         1277          594          857         1220          726
                        144000          778          561          591          827          338         1277          594          857         1220          726
                        147600          800          579          606          876          348         1327          620          884         1257          762
                        151200          800          579          606          876          348         1327          620          884         1257          762
                        154800          800          579          606          876          348         1327          620          884         1257          762
                        158400          820          599          620          903          365         1362          633          916         1280          794
                        162000          820          599          620          903          365         1362          633          916         1280          794
                        165600          864          621          637          937          384         1404          650          944         1311          860
                        169200          864          621          637          937          384         1404          650          944         1311          860
                        172800          864          621          637          937          384         1404          650          944         1311          860
                        176400          899          639          648          970          404         1445          676          958         1349          911
                        180000          899          639          648          970          404         1445          676          958         1349          911
                        183600          919          659          665         1001          414         1478          709         1059         1419          930
                        187200          919          659          665         1001          414         1478          709         1059         1419          930
                        190800          948          678          681         1035          426         1520          739         1084         1464          952
                        194400          948          678          681         1035          426         1520          739         1084         1464          952
                        198000          948          678          681         1035          426         1520          739         1084         1464          952
                        201600          964          697          699         1070          439         1562          764         1105         1528          993
                        205200          964          697          699         1070          439         1562          764         1105         1528          993
                        208800          989          712          719         1089          448         1592          800         1152         1564         1044
                        212400          989          712          719         1089          448         1592          800         1152         1564         1044
                        216000          989          712          719         1089          448         1592          800         1152         1564         1044
                        219600         1010          724          734         1116          454         1630          821         1173         1597         1068
                        223200         1010          724          734         1116          454         1630          821         1173         1597         1068
                        226800         1034          746          756         1142          461         1663          837         1194         1686         1095
                        230400         1034          746          756         1142          461         1663          837         1194         1686         1095
                        234000         1049          765          765         1190          471         1693          858         1218         1718         1124
                        237600         1049          765          765         1190          471         1693          858         1218         1718         1124
                        241200         1049          765          765         1190          471         1693          858         1218         1718         1124
                        244800         1072          781          781         1201          480         1711          869         1235         1741         1148
                        248400         1072          781          781         1201          480         1711          869         1235         1741         1148
                        252000         1102          798          803         1240          487         1740          884         1251         1781         1183
                        255600         1102          798          803         1240          487         1740          884         1251         1781         1183
                        259200         1102          798          803         1240          487         1740          884         1251         1781         1183
                        262800         1133          815          824         1269          505         1765          898         1270         1838         1211
                        266400         1133          815          824         1269          505         1765          898         1270         1838         1211
                        270000         1153          833          849         1304          512         1791          909         1306         1877         1235
                        273600         1153          833          849         1304          512         1791          909         1306         1877         1235
                        277200         1180          842          864         1332          525         1818          921         1321         1914         1257
                        280800         1180          842          864         1332          525         1818          921         1321         1914         1257
                        284400         1180          842          864         1332          525         1818          921         1321         1914         1257
                        288000         1201          856          871         1348          537         1848          950         1339         1954         1279
                        291600         1201          856          871         1348          537         1848          950         1339         1954         1279
                        295200         1222          866          887         1370          541         1874          978         1355         1978         1318
                        298800         1222          866          887         1370          541         1874          978         1355         1978         1318
                        302400         1222          866          887         1370          541         1874          978         1355         1978         1318
                        306000         1237          877          898         1403          546         1908          992         1388         2030         1338
                        309600         1237          877          898         1403          546         1908          992         1388         2030         1338
