BioMASSver                             0.22
date                             2014/01/16
hour                               00:25:15
refuges                                 249
refs_minrad                         50.0374
refs_maxrad                        249.8863
refs_areafrac                        0.0100
refs_disp                        12116.0477
refs_sizeclasses                         10
refs_sizeclass                      class00      class01      class02      class03      class04      class05      class06      class07      class08      class09
refs_maxsize                        70.0223      90.0072     109.9921     129.9770     149.9619     169.9468     189.9317     209.9166     229.9014     249.8863
refs_count                               24           28           28           21           22           29           14           27           24           32
refs_use                  step
                             0            0            0            0            0            0            0            0            0            0            0
                          3600            0           11            8            8            7           17           14           13           29           42
                          7200            0           11            8            8            7           17           14           13           29           42
                         10800            6           20           16           21           33           49           29           34           73           99
                         14400            6           20           16           21           33           49           29           34           73           99
                         18000           72           60           83           80           90          182           67           65          148          219
                         21600           72           60           83           80           90          182           67           65          148          219
                         25200           72           60           83           80           90          182           67           65          148          219
                         28800          153          123          169          139          140          351          117          124          212          315
                         32400          153          123          169          139          140          351          117          124          212          315
                         36000          203          180          245          190          182          467          150          176          266          387
                         39600          203          180          245          190          182          467          150          176          266          387
                         43200          203          180          245          190          182          467          150          176          266          387
                         46800          262          248          287          227          227          554          180          208          316          464
                         50400          262          248          287          227          227          554          180          208          316          464
                         54000          301          298          318          261          266          625          193          252          351          537
                         57600          301          298          318          261          266          625          193          252          351          537
